noise,training_size,accuracy
0.058,50,0.9666666666666667
0.058,50,0.9666666666666667
0.058,50,0.9666666666666667
0.058,50,0.9333333333333333
0.058,50,0.9666666666666667
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,50,0.9333333333333333
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,1.0
0.058,50,1.0
0.058,50,1.0
0.058,50,0.8666666666666667
0.058,50,0.9333333333333333
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,1.0
0.058,50,1.0
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,1.0
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,50,1.0
0.058,50,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9333333333333333
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.8333333333333334
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9
0.058,60,1.0
0.058,60,0.9333333333333333
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,60,1.0
0.058,60,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,0.9333333333333333
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.8666666666666667
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9333333333333333
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,0.9666666666666667
0.058,70,0.9333333333333333
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,0.9
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9333333333333333
0.058,70,0.9333333333333333
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,0.9666666666666667
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,0.9333333333333333
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,1.0
0.058,70,1.0
0.058,70,0.9666666666666667
0.058,70,0.9
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.8333333333333334
0.058,80,0.9666666666666667
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9666666666666667
0.058,80,0.9333333333333333
0.058,80,1.0
0.058,80,1.0
0.058,80,0.9333333333333333
0.058,80,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9
0.058,90,1.0
0.058,90,0.9333333333333333
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9333333333333333
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9333333333333333
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9333333333333333
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9333333333333333
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9333333333333333
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9333333333333333
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9333333333333333
0.058,90,0.9333333333333333
0.058,90,1.0
0.058,90,0.9666666666666667
0.058,90,1.0
0.058,90,1.0
0.058,90,1.0
0.058,90,0.9666666666666667
0.078,10,0.9
0.078,10,0.9666666666666667
0.078,10,0.9
0.078,10,1.0
0.078,10,0.9666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9333333333333333
0.078,10,0.7333333333333333
0.078,10,1.0
0.078,10,1.0
0.078,10,0.9
0.078,10,0.9333333333333333
0.078,10,1.0
0.078,10,0.8666666666666667
0.078,10,0.9
0.078,10,0.9666666666666667
0.078,10,0.9666666666666667
0.078,10,0.8333333333333334
0.078,10,0.9
0.078,10,0.8666666666666667
0.078,10,0.7
0.078,10,0.9
0.078,10,0.9333333333333333
0.078,10,0.8333333333333334
0.078,10,0.8666666666666667
0.078,10,0.8333333333333334
0.078,10,0.9666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9666666666666667
0.078,10,1.0
0.078,10,0.9666666666666667
0.078,10,0.8666666666666667
0.078,10,0.9
0.078,10,0.9333333333333333
0.078,10,0.8666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9333333333333333
0.078,10,0.9333333333333333
0.078,10,0.9666666666666667
0.078,10,1.0
0.078,10,0.8333333333333334
0.078,10,0.9333333333333333
0.078,10,0.8
0.078,10,0.9666666666666667
0.078,10,0.9333333333333333
0.078,10,0.8333333333333334
0.078,10,0.9666666666666667
0.078,10,0.6333333333333333
0.078,10,0.8666666666666667
0.078,10,0.9333333333333333
0.078,10,0.9333333333333333
0.078,10,0.9333333333333333
0.078,10,0.9
0.078,10,0.9333333333333333
0.078,10,0.9333333333333333
0.078,10,0.9666666666666667
0.078,10,0.9
0.078,10,0.9
0.078,10,1.0
0.078,10,0.8333333333333334
0.078,10,1.0
0.078,10,0.9
0.078,10,0.6333333333333333
0.078,10,0.8666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9
0.078,10,0.9
0.078,10,0.9
0.078,10,0.8333333333333334
0.078,10,0.8333333333333334
0.078,10,0.8666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9
0.078,10,1.0
0.078,10,0.8666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9333333333333333
0.078,10,0.8666666666666667
0.078,10,0.8
0.078,10,0.9666666666666667
0.078,10,0.9
0.078,10,0.9333333333333333
0.078,10,0.9666666666666667
0.078,10,0.8666666666666667
0.078,10,1.0
0.078,10,0.9333333333333333
0.078,10,0.9333333333333333
0.078,10,0.7333333333333333
0.078,10,0.8666666666666667
0.078,10,0.8
0.078,10,0.9666666666666667
0.078,10,0.8333333333333334
0.078,10,0.8666666666666667
0.078,10,0.9666666666666667
0.078,10,0.9333333333333333
0.078,10,0.9
0.078,10,0.9666666666666667
0.078,10,0.9333333333333333
0.078,10,1.0
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,1.0
0.078,20,1.0
0.078,20,0.9
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.8666666666666667
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.8666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.8666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.8666666666666667
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.7666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,1.0
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.8666666666666667
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,0.8
0.078,20,0.9
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,0.8666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.8
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,0.8666666666666667
0.078,20,0.9333333333333333
0.078,20,1.0
0.078,20,0.9333333333333333
0.078,20,0.9
0.078,20,0.9333333333333333
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,0.9333333333333333
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.9666666666666667
0.078,20,0.8666666666666667
0.078,20,0.9333333333333333
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.9333333333333333
0.078,20,0.8666666666666667
0.078,20,0.9
0.078,20,0.9666666666666667
0.078,20,0.9
0.078,20,0.8666666666666667
