label,trial,nmse,num_modes,dimension,dataset
best ESN fixedNeurons,21,0.04313776457995465,4,4,Double-scroll
best ESN fixedNeurons,22,0.0531172078857384,4,4,Double-scroll
best ESN fixedNeurons,23,0.023635842715448017,4,4,Double-scroll
best ESN fixedNeurons,24,0.09923741980309503,4,4,Double-scroll
best ESN fixedNeurons,0,0.013255219961916033,6,6,Double-scroll
best ESN fixedNeurons,1,0.007567557070540447,6,6,Double-scroll
best ESN fixedNeurons,2,0.01566662621507336,6,6,Double-scroll
best ESN fixedNeurons,3,0.006196900212506679,6,6,Double-scroll
best ESN fixedNeurons,4,0.007393747317236203,6,6,Double-scroll
best ESN fixedNeurons,5,0.01638448721390179,6,6,Double-scroll
best ESN fixedNeurons,6,0.019172413657710614,6,6,Double-scroll
best ESN fixedNeurons,7,0.015787584317672222,6,6,Double-scroll
best ESN fixedNeurons,8,0.008929515232409483,6,6,Double-scroll
best ESN fixedNeurons,9,0.014825843709872959,6,6,Double-scroll
best ESN fixedNeurons,10,0.01326128489146552,6,6,Double-scroll
best ESN fixedNeurons,11,0.018328026736210805,6,6,Double-scroll
best ESN fixedNeurons,12,0.023094534437857014,6,6,Double-scroll
best ESN fixedNeurons,13,0.009027113417062221,6,6,Double-scroll
best ESN fixedNeurons,14,0.023141683513562317,6,6,Double-scroll
best ESN fixedNeurons,15,0.017883129633882288,6,6,Double-scroll
best ESN fixedNeurons,16,0.02974498153334538,6,6,Double-scroll
best ESN fixedNeurons,17,0.03471024090456033,6,6,Double-scroll
best ESN fixedNeurons,18,0.013073776716112455,6,6,Double-scroll
best ESN fixedNeurons,19,0.005104034589688127,6,6,Double-scroll
best ESN fixedNeurons,20,0.016954137998873707,6,6,Double-scroll
best ESN fixedNeurons,21,0.025045738308303374,6,6,Double-scroll
best ESN fixedNeurons,22,0.029069261496982034,6,6,Double-scroll
best ESN fixedNeurons,23,0.047681399725612646,6,6,Double-scroll
best ESN fixedNeurons,24,0.033878256809785554,6,6,Double-scroll
best ESN fixedNeurons,0,0.008056103303135324,8,8,Double-scroll
best ESN fixedNeurons,1,0.011299027822120914,8,8,Double-scroll
best ESN fixedNeurons,2,0.009554703873573989,8,8,Double-scroll
best ESN fixedNeurons,3,0.0063334958447659635,8,8,Double-scroll
best ESN fixedNeurons,4,0.004744944392340661,8,8,Double-scroll
best ESN fixedNeurons,5,0.010996979421979755,8,8,Double-scroll
best ESN fixedNeurons,6,0.007216413099956809,8,8,Double-scroll
best ESN fixedNeurons,7,0.001881891890122806,8,8,Double-scroll
best ESN fixedNeurons,8,0.00761846419542456,8,8,Double-scroll
best ESN fixedNeurons,9,0.0018093696948221288,8,8,Double-scroll
best ESN fixedNeurons,10,0.007241391734066481,8,8,Double-scroll
best ESN fixedNeurons,11,0.009251884716166267,8,8,Double-scroll
best ESN fixedNeurons,12,0.005633012305851002,8,8,Double-scroll
best ESN fixedNeurons,13,0.0043760908373623305,8,8,Double-scroll
best ESN fixedNeurons,14,0.004284802576780288,8,8,Double-scroll
best ESN fixedNeurons,15,0.008222420011976992,8,8,Double-scroll
best ESN fixedNeurons,16,0.008795864493666214,8,8,Double-scroll
best ESN fixedNeurons,17,0.005758785568998051,8,8,Double-scroll
best ESN fixedNeurons,18,0.007307935910774778,8,8,Double-scroll
best ESN fixedNeurons,19,0.005926966495749861,8,8,Double-scroll
best ESN fixedNeurons,20,0.018426219772963628,8,8,Double-scroll
best ESN fixedNeurons,21,0.009030107336811217,8,8,Double-scroll
best ESN fixedNeurons,22,0.004162076310358554,8,8,Double-scroll
best ESN fixedNeurons,23,0.00610252029746429,8,8,Double-scroll
best ESN fixedNeurons,24,0.008999994102020771,8,8,Double-scroll
best ESN fixedNeurons,0,0.004501752109665066,10,10,Double-scroll
best ESN fixedNeurons,1,0.005066768275031134,10,10,Double-scroll
best ESN fixedNeurons,2,0.0032126949914786794,10,10,Double-scroll
best ESN fixedNeurons,3,0.0033801172343012635,10,10,Double-scroll
best ESN fixedNeurons,4,0.005189393653931651,10,10,Double-scroll
best ESN fixedNeurons,5,0.002068467334700833,10,10,Double-scroll
best ESN fixedNeurons,6,0.005258661343041795,10,10,Double-scroll
best ESN fixedNeurons,7,0.01561821381545736,10,10,Double-scroll
best ESN fixedNeurons,8,0.011410436755561125,10,10,Double-scroll
best ESN fixedNeurons,9,0.012169894624696767,10,10,Double-scroll
best ESN fixedNeurons,10,0.0012823337041489925,10,10,Double-scroll
best ESN fixedNeurons,11,0.0054298063324070564,10,10,Double-scroll
best ESN fixedNeurons,12,0.005011627787426704,10,10,Double-scroll
best ESN fixedNeurons,13,0.0029279838401940045,10,10,Double-scroll
best ESN fixedNeurons,14,0.011023611334607197,10,10,Double-scroll
best ESN fixedNeurons,15,0.0032651665982738744,10,10,Double-scroll
best ESN fixedNeurons,16,0.0024269229466421975,10,10,Double-scroll
best ESN fixedNeurons,17,0.012330812500536891,10,10,Double-scroll
best ESN fixedNeurons,18,0.004033511026943222,10,10,Double-scroll
best ESN fixedNeurons,19,0.006403257662934656,10,10,Double-scroll
best ESN fixedNeurons,20,0.005468887840805588,10,10,Double-scroll
best ESN fixedNeurons,21,0.0027381902973807443,10,10,Double-scroll
best ESN fixedNeurons,22,0.0070006188187444664,10,10,Double-scroll
best ESN fixedNeurons,23,0.009228181837251655,10,10,Double-scroll
best ESN fixedNeurons,24,0.003926318987635799,10,10,Double-scroll
best ESN fixedNeurons,0,0.0009243281523316479,12,12,Double-scroll
best ESN fixedNeurons,1,0.003494986795535909,12,12,Double-scroll
best ESN fixedNeurons,2,0.0028055481841819927,12,12,Double-scroll
best ESN fixedNeurons,3,0.005309178165724292,12,12,Double-scroll
best ESN fixedNeurons,4,0.0010775116613241684,12,12,Double-scroll
best ESN fixedNeurons,5,0.005040127876995385,12,12,Double-scroll
best ESN fixedNeurons,6,0.0019175223597401943,12,12,Double-scroll
best ESN fixedNeurons,7,0.0020782692408845226,12,12,Double-scroll
best ESN fixedNeurons,8,0.005318842851660432,12,12,Double-scroll
best ESN fixedNeurons,9,0.002404963676099548,12,12,Double-scroll
best ESN fixedNeurons,10,0.0014498266979016544,12,12,Double-scroll
best ESN fixedNeurons,11,0.0022543322063666746,12,12,Double-scroll
best ESN fixedNeurons,12,0.0074930885005502525,12,12,Double-scroll
best ESN fixedNeurons,13,0.003586129035530492,12,12,Double-scroll
best ESN fixedNeurons,14,0.0035437165271143822,12,12,Double-scroll
best ESN fixedNeurons,15,0.001255340683272141,12,12,Double-scroll
best ESN fixedNeurons,16,0.0027975739998114205,12,12,Double-scroll
best ESN fixedNeurons,17,0.0014818140154749986,12,12,Double-scroll
best ESN fixedNeurons,18,0.004571879851222713,12,12,Double-scroll
best ESN fixedNeurons,19,0.0024923027968791994,12,12,Double-scroll
best ESN fixedNeurons,20,0.0017487696674023015,12,12,Double-scroll
best ESN fixedNeurons,21,0.0012182373553950552,12,12,Double-scroll
best ESN fixedNeurons,22,0.0012789060773720094,12,12,Double-scroll
best ESN fixedNeurons,23,0.0038332833638362374,12,12,Double-scroll
best ESN fixedNeurons,24,0.0036469054936078284,12,12,Double-scroll
best ESN fixedNeurons,0,0.0010432937856651064,14,14,Double-scroll
best ESN fixedNeurons,1,0.0018325296712802545,14,14,Double-scroll
best ESN fixedNeurons,2,0.0022840572236563043,14,14,Double-scroll
best ESN fixedNeurons,3,0.0018458289844884884,14,14,Double-scroll
best ESN fixedNeurons,4,0.0025681496905343823,14,14,Double-scroll
best ESN fixedNeurons,5,0.005915758700071332,14,14,Double-scroll
best ESN fixedNeurons,6,0.005211211536930884,14,14,Double-scroll
best ESN fixedNeurons,7,0.0011760771684621097,14,14,Double-scroll
best ESN fixedNeurons,8,0.00420406544384069,14,14,Double-scroll
best ESN fixedNeurons,9,0.002282629068191101,14,14,Double-scroll
best ESN fixedNeurons,10,0.0005474453598189407,14,14,Double-scroll
best ESN fixedNeurons,11,0.0013690644627624338,14,14,Double-scroll
best ESN fixedNeurons,12,0.0015791484632566616,14,14,Double-scroll
best ESN fixedNeurons,13,0.0030806004597782816,14,14,Double-scroll
best ESN fixedNeurons,14,0.0012697275340728576,14,14,Double-scroll
best ESN fixedNeurons,15,0.0033926186356872273,14,14,Double-scroll
best ESN fixedNeurons,16,0.0018277771358228034,14,14,Double-scroll
best ESN fixedNeurons,17,0.0019317809921444462,14,14,Double-scroll
best ESN fixedNeurons,18,0.002109404888021372,14,14,Double-scroll
best ESN fixedNeurons,19,0.001314466469368165,14,14,Double-scroll
best ESN fixedNeurons,20,0.0010606617757025014,14,14,Double-scroll
best ESN fixedNeurons,21,0.0030823603947229892,14,14,Double-scroll
best ESN fixedNeurons,22,0.0033343316273914416,14,14,Double-scroll
best ESN fixedNeurons,23,0.0018765503159464052,14,14,Double-scroll
best ESN fixedNeurons,24,0.0007535664602433855,14,14,Double-scroll
best ESN fixedParams,0,0.004501752109665066,10,10,Double-scroll
best ESN fixedParams,1,0.005066768275031134,10,10,Double-scroll
best ESN fixedParams,2,0.0032126949914786794,10,10,Double-scroll
best ESN fixedParams,3,0.0033801172343012635,10,10,Double-scroll
best ESN fixedParams,4,0.005189393653931651,10,10,Double-scroll
best ESN fixedParams,5,0.002068467334700833,10,10,Double-scroll
best ESN fixedParams,6,0.005258661343041795,10,10,Double-scroll
best ESN fixedParams,7,0.01561821381545736,10,10,Double-scroll
best ESN fixedParams,8,0.011410436755561125,10,10,Double-scroll
best ESN fixedParams,9,0.012169894624696767,10,10,Double-scroll
best ESN fixedParams,10,0.0012823337041489925,10,10,Double-scroll
best ESN fixedParams,11,0.0054298063324070564,10,10,Double-scroll
best ESN fixedParams,12,0.005011627787426704,10,10,Double-scroll
best ESN fixedParams,13,0.0029279838401940045,10,10,Double-scroll
best ESN fixedParams,14,0.011023611334607197,10,10,Double-scroll
best ESN fixedParams,15,0.0032651665982738744,10,10,Double-scroll
best ESN fixedParams,16,0.0024269229466421975,10,10,Double-scroll
best ESN fixedParams,17,0.012330812500536891,10,10,Double-scroll
best ESN fixedParams,18,0.004033511026943222,10,10,Double-scroll
best ESN fixedParams,19,0.006403257662934656,10,10,Double-scroll
best ESN fixedParams,20,0.005468887840805588,10,10,Double-scroll
best ESN fixedParams,21,0.0027381902973807443,10,10,Double-scroll
best ESN fixedParams,22,0.0070006188187444664,10,10,Double-scroll
best ESN fixedParams,23,0.009228181837251655,10,10,Double-scroll
best ESN fixedParams,24,0.003926318987635799,10,10,Double-scroll
best ESN fixedParams,0,0.00017010990377595012,21,21,Double-scroll
best ESN fixedParams,1,0.0007173171342547189,21,21,Double-scroll
best ESN fixedParams,2,0.001186271533503091,21,21,Double-scroll
best ESN fixedParams,3,0.0007465724961247577,21,21,Double-scroll
best ESN fixedParams,4,0.0008427318159937749,21,21,Double-scroll
best ESN fixedParams,5,0.00104105519763347,21,21,Double-scroll
best ESN fixedParams,6,0.0004503569788205981,21,21,Double-scroll
best ESN fixedParams,7,0.0008674468680551789,21,21,Double-scroll
best ESN fixedParams,8,0.0004840691285568065,21,21,Double-scroll
best ESN fixedParams,9,0.0005846956242222974,21,21,Double-scroll
best ESN fixedParams,10,0.000959127727672908,21,21,Double-scroll
best ESN fixedParams,11,0.0013656194183023877,21,21,Double-scroll
best ESN fixedParams,12,0.0007511614901222731,21,21,Double-scroll
best ESN fixedParams,13,0.0008492167994701842,21,21,Double-scroll
best ESN fixedParams,14,0.0003455517340216,21,21,Double-scroll
best ESN fixedParams,15,0.0010248800997331542,21,21,Double-scroll
best ESN fixedParams,16,0.000659193687071393,21,21,Double-scroll
best ESN fixedParams,17,0.0011506260428887386,21,21,Double-scroll
best ESN fixedParams,18,0.0014892040291491554,21,21,Double-scroll
best ESN fixedParams,19,0.001107230833701088,21,21,Double-scroll
best ESN fixedParams,20,0.0005847918986433872,21,21,Double-scroll
best ESN fixedParams,21,0.0006454055717388793,21,21,Double-scroll
best ESN fixedParams,22,0.0009137839266252999,21,21,Double-scroll
best ESN fixedParams,23,0.0009461027145465117,21,21,Double-scroll
best ESN fixedParams,24,0.0003389051640345205,21,21,Double-scroll
best ESN fixedParams,0,0.00013883217037667295,36,36,Double-scroll
best ESN fixedParams,1,0.00010389752857136444,36,36,Double-scroll
best ESN fixedParams,2,0.0001640346086859335,36,36,Double-scroll
best ESN fixedParams,3,9.934507865643716e-05,36,36,Double-scroll
best ESN fixedParams,4,0.00017104000106950672,36,36,Double-scroll
best ESN fixedParams,5,0.0001787568233031341,36,36,Double-scroll
best ESN fixedParams,6,7.30465012510906e-05,36,36,Double-scroll
best ESN fixedParams,7,6.612775338122813e-05,36,36,Double-scroll
best ESN fixedParams,8,7.294668424594235e-05,36,36,Double-scroll
best ESN fixedParams,9,8.668819858249181e-05,36,36,Double-scroll
best ESN fixedParams,10,5.380109355111759e-05,36,36,Double-scroll
best ESN fixedParams,11,0.00025932530743300627,36,36,Double-scroll
best ESN fixedParams,12,0.00012833846047350961,36,36,Double-scroll
best ESN fixedParams,13,8.821537215365423e-05,36,36,Double-scroll
best ESN fixedParams,14,0.00015922466804215205,36,36,Double-scroll
best ESN fixedParams,15,0.000228157418477458,36,36,Double-scroll
best ESN fixedParams,16,0.00011465978949167469,36,36,Double-scroll
best ESN fixedParams,17,8.792679054180794e-05,36,36,Double-scroll
best ESN fixedParams,18,0.00012686300681527768,36,36,Double-scroll
best ESN fixedParams,19,0.00013236899213116932,36,36,Double-scroll
best ESN fixedParams,20,6.541778965162801e-05,36,36,Double-scroll
best ESN fixedParams,21,0.0001322910846153604,36,36,Double-scroll
best ESN fixedParams,22,7.64467246502184e-05,36,36,Double-scroll
best ESN fixedParams,23,0.0002468559673025727,36,36,Double-scroll
best ESN fixedParams,24,0.00013712744342457396,36,36,Double-scroll
best ESN fixedParams,0,3.158844768122801e-05,55,55,Double-scroll
best ESN fixedParams,1,3.2093013891449235e-05,55,55,Double-scroll
best ESN fixedParams,2,6.981863022886226e-05,55,55,Double-scroll
best ESN fixedParams,3,5.788993904103284e-05,55,55,Double-scroll
best ESN fixedParams,4,2.4186445602043174e-05,55,55,Double-scroll
best ESN fixedParams,5,2.8977203549644463e-05,55,55,Double-scroll
best ESN fixedParams,6,3.3618450717459e-05,55,55,Double-scroll
best ESN fixedParams,7,4.136759040425345e-05,55,55,Double-scroll
best ESN fixedParams,8,3.252777411897825e-05,55,55,Double-scroll
best ESN fixedParams,9,6.0145398266917656e-05,55,55,Double-scroll
best ESN fixedParams,10,4.7005516735598675e-05,55,55,Double-scroll
best ESN fixedParams,11,2.446686366721467e-05,55,55,Double-scroll
best ESN fixedParams,12,3.1493348298756717e-05,55,55,Double-scroll
best ESN fixedParams,13,2.34127696984783e-05,55,55,Double-scroll
best ESN fixedParams,14,4.108873625059142e-05,55,55,Double-scroll
best ESN fixedParams,15,3.928239308532963e-05,55,55,Double-scroll
best ESN fixedParams,16,2.8546599719653235e-05,55,55,Double-scroll
best ESN fixedParams,17,3.35611157859094e-05,55,55,Double-scroll
best ESN fixedParams,18,2.9847802833057267e-05,55,55,Double-scroll
best ESN fixedParams,19,3.228655709297144e-05,55,55,Double-scroll
best ESN fixedParams,20,4.113985495263871e-05,55,55,Double-scroll
best ESN fixedParams,21,2.6961266431488398e-05,55,55,Double-scroll
best ESN fixedParams,22,1.9037510819391246e-05,55,55,Double-scroll
best ESN fixedParams,23,2.632726848824758e-05,55,55,Double-scroll
best ESN fixedParams,24,2.252399186056688e-05,55,55,Double-scroll
best ESN fixedParams,0,1.4214490347855886e-05,78,78,Double-scroll
best ESN fixedParams,1,1.4054504819544514e-05,78,78,Double-scroll
best ESN fixedParams,2,1.773079402175556e-05,78,78,Double-scroll
best ESN fixedParams,3,1.3064184971263604e-05,78,78,Double-scroll
best ESN fixedParams,4,1.6234229262951082e-05,78,78,Double-scroll
best ESN fixedParams,5,1.7247799114130827e-05,78,78,Double-scroll
best ESN fixedParams,6,1.9850522949440297e-05,78,78,Double-scroll
best ESN fixedParams,7,1.9761211292052098e-05,78,78,Double-scroll
best ESN fixedParams,8,1.680707663176865e-05,78,78,Double-scroll
best ESN fixedParams,9,1.3801504472346282e-05,78,78,Double-scroll
best ESN fixedParams,10,1.3139128349575006e-05,78,78,Double-scroll
best ESN fixedParams,11,1.4012305938022633e-05,78,78,Double-scroll
best ESN fixedParams,12,1.6008158699980115e-05,78,78,Double-scroll
best ESN fixedParams,13,1.3038336090069786e-05,78,78,Double-scroll
best ESN fixedParams,14,1.646037516916046e-05,78,78,Double-scroll
best ESN fixedParams,15,1.3353542893863192e-05,78,78,Double-scroll
best ESN fixedParams,16,1.987225330439499e-05,78,78,Double-scroll
best ESN fixedParams,17,2.4021095592502537e-05,78,78,Double-scroll
best ESN fixedParams,18,1.4391498294078007e-05,78,78,Double-scroll
best ESN fixedParams,19,2.155587013390577e-05,78,78,Double-scroll
best ESN fixedParams,20,1.588307478548465e-05,78,78,Double-scroll
best ESN fixedParams,21,1.633909823958402e-05,78,78,Double-scroll
best ESN fixedParams,22,1.7263842041343767e-05,78,78,Double-scroll
best ESN fixedParams,23,1.177724779624228e-05,78,78,Double-scroll
best ESN fixedParams,24,2.0821124297364088e-05,78,78,Double-scroll
best ESN fixedParams,0,7.478770207746754e-06,105,105,Double-scroll
best ESN fixedParams,1,9.686026932497712e-06,105,105,Double-scroll
best ESN fixedParams,2,1.2709158600680544e-05,105,105,Double-scroll
best ESN fixedParams,3,1.0236091977011405e-05,105,105,Double-scroll
