dataset,label,nmse,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
Lorenz,ESN,0.0003141364414994718,[0.99985998 0.9996897  0.99950138],100.0,0.9,1.15,0.5,0.1,,,,,,
Lorenz,ESN,0.00038558094464661126,[0.99983511 0.99940561 0.99956571],100.0,0.9,1.15,0.5,0.15,,,,,,
Lorenz,ESN,0.00034383202243707615,[0.99984906 0.99953987 0.99958808],100.0,0.9,1.15,0.5,0.2,,,,,,
Lorenz,ESN,0.001969795007139702,[0.99875859 0.99750074 0.99761589],100.0,0.9,1.15,1.0,0.0,,,,,,
Lorenz,ESN,0.0024516850208579884,[0.99833428 0.9966572  0.99739969],100.0,0.9,1.15,1.0,0.05,,,,,,
Lorenz,ESN,0.0014662428670504837,[0.99903804 0.9985886  0.9978816 ],100.0,0.9,1.15,1.0,0.1,,,,,,
Lorenz,ESN,0.0015742843083638126,[0.99913276 0.99837548 0.9977956 ],100.0,0.9,1.15,1.0,0.15,,,,,,
Lorenz,ESN,0.0017486432864380775,[0.99930913 0.99810957 0.99736948],100.0,0.9,1.15,1.0,0.2,,,,,,
Lorenz,ESN,0.004997187811682476,[0.99760798 0.99420427 0.99283395],100.0,0.9,1.15,1.5,0.0,,,,,,
Lorenz,ESN,0.004324346315177866,[0.99774906 0.99670791 0.99252357],100.0,0.9,1.15,1.5,0.05,,,,,,
Lorenz,ESN,0.004028188535746615,[0.99804114 0.99673627 0.99317372],100.0,0.9,1.15,1.5,0.1,,,,,,
Lorenz,ESN,0.0036550586389761286,[0.99793563 0.99635832 0.99464498],100.0,0.9,1.15,1.5,0.15,,,,,,
Lorenz,ESN,0.003979478218836511,[0.99803951 0.99634059 0.99387062],100.0,0.9,1.15,1.5,0.2,,,,,,
Lorenz,ESN,0.009089166168655221,[0.99527335 0.98953345 0.98725068],100.0,0.9,1.15,2.0,0.0,,,,,,
Lorenz,ESN,0.00809407684521612,[0.99652489 0.99277802 0.98649707],100.0,0.9,1.15,2.0,0.05,,,,,,
Lorenz,ESN,0.006859634898409203,[0.9967929  0.99403234 0.98863887],100.0,0.9,1.15,2.0,0.1,,,,,,
Lorenz,ESN,0.007190372462322238,[0.99638618 0.99396456 0.98798129],100.0,0.9,1.15,2.0,0.15,,,,,,
Lorenz,ESN,0.007281628343794166,[0.99630887 0.99219257 0.98964991],100.0,0.9,1.15,2.0,0.2,,,,,,
Lorenz,ESN,0.01186637971603985,[0.99403425 0.98679234 0.98258293],100.0,0.9,1.15,2.5,0.0,,,,,,
Lorenz,ESN,0.011545490476803248,[0.99567431 0.98845623 0.98071383],100.0,0.9,1.15,2.5,0.05,,,,,,
Lorenz,ESN,0.011189826989623543,[0.9942522  0.9910361  0.98094567],100.0,0.9,1.15,2.5,0.1,,,,,,
Lorenz,ESN,0.01285156665011577,[0.99361288 0.98960852 0.97776898],100.0,0.9,1.15,2.5,0.15,,,,,,
Lorenz,ESN,0.011589788418160779,[0.99420829 0.98778155 0.98254056],100.0,0.9,1.15,2.5,0.2,,,,,,
Lorenz,ESN,0.014900000710058542,[0.9924926  0.98296612 0.97840443],100.0,0.9,1.15,3.0,0.0,,,,,,
Lorenz,ESN,0.01495547581599822,[0.99284042 0.98321652 0.97767387],100.0,0.9,1.15,3.0,0.05,,,,,,
Lorenz,ESN,0.014065962003798884,[0.99160777 0.98802433 0.97743913],100.0,0.9,1.15,3.0,0.1,,,,,,
Lorenz,ESN,0.015795587075293376,[0.99104401 0.98561315 0.97511328],100.0,0.9,1.15,3.0,0.15,,,,,,
Lorenz,ESN,0.015239058106337529,[0.99256414 0.98269704 0.97775127],100.0,0.9,1.15,3.0,0.2,,,,,,
Lorenz,ESN,0.018187935223303517,[0.99063624 0.97900424 0.97387437],100.0,0.9,1.15,3.5,0.0,,,,,,
Lorenz,ESN,0.018233631569572625,[0.9899879  0.97825387 0.97486397],100.0,0.9,1.15,3.5,0.05,,,,,,
Lorenz,ESN,0.016998551223062593,[0.98863454 0.98521341 0.97386216],100.0,0.9,1.15,3.5,0.1,,,,,,
Lorenz,ESN,0.019215054879529573,[0.98848701 0.98225723 0.97069185],100.0,0.9,1.15,3.5,0.15,,,,,,
Lorenz,ESN,0.01874269353627533,[0.99101269 0.97932481 0.97221107],100.0,0.9,1.15,3.5,0.2,,,,,,
Lorenz,ESN,0.021134278012972296,[0.98855036 0.97531221 0.97018258],100.0,0.9,1.15,4.0,0.0,,,,,,
Lorenz,ESN,0.02123227655863245,[0.987287   0.97374715 0.97236373],100.0,0.9,1.15,4.0,0.05,,,,,,
Lorenz,ESN,0.02013057377863666,[0.98571408 0.98194803 0.97006817],100.0,0.9,1.15,4.0,0.1,,,,,,
Lorenz,ESN,0.022626618233742523,[0.98573081 0.9792307  0.96603195],100.0,0.9,1.15,4.0,0.15,,,,,,
Lorenz,ESN,0.02168111813345321,[0.98900167 0.97664736 0.96813776],100.0,0.9,1.15,4.0,0.2,,,,,,
Lorenz,ESN,0.02386274513397368,[0.98608485 0.97125709 0.96780422],100.0,0.9,1.15,4.5,0.0,,,,,,
Lorenz,ESN,0.02387979845048949,[0.98472974 0.96942495 0.97064581],100.0,0.9,1.15,4.5,0.05,,,,,,
Lorenz,ESN,0.022971188479387,[0.98289556 0.97768122 0.96790794],100.0,0.9,1.15,4.5,0.1,,,,,,
Lorenz,ESN,0.02551884329158075,[0.98330476 0.97610436 0.96255255],100.0,0.9,1.15,4.5,0.15,,,,,,
Lorenz,ESN,0.02458319887250353,[0.9864946  0.97272306 0.96547322],100.0,0.9,1.15,4.5,0.2,,,,,,
Lorenz,ESN,0.02671072531464155,[0.98344082 0.96701981 0.96556262],100.0,0.9,1.15,5.0,0.0,,,,,,
Lorenz,ESN,0.026302200483935088,[0.98231925 0.96559026 0.96913887],100.0,0.9,1.15,5.0,0.05,,,,,,
Lorenz,ESN,0.02529751317417176,[0.98065017 0.97308929 0.96713064],100.0,0.9,1.15,5.0,0.1,,,,,,
Lorenz,ESN,0.02797557754158449,[0.98147061 0.9726364  0.96010031],100.0,0.9,1.15,5.0,0.15,,,,,,
Lorenz,ESN,0.02726618050243281,[0.98395999 0.96851404 0.96363855],100.0,0.9,1.15,5.0,0.2,,,,,,
Lorenz,ESN,0.0010229203005878583,[0.99973054 0.99865672 0.99849739],100.0,0.9,1.2,0.1,0.0,,,,,,
Lorenz,ESN,0.0005571681102673337,[0.9998339  0.99926812 0.99918721],100.0,0.9,1.2,0.1,0.05,,,,,,
Lorenz,ESN,0.0001948204665955657,[0.99993988 0.99974167 0.99971815],100.0,0.9,1.2,0.1,0.1,,,,,,
Lorenz,ESN,0.000285073057909386,[0.99992647 0.99959201 0.99960111],100.0,0.9,1.2,0.1,0.15,,,,,,
Lorenz,ESN,0.0002368805651195857,[0.99994914 0.99966186 0.99966843],100.0,0.9,1.2,0.1,0.2,,,,,,
Lorenz,ESN,0.000440320696212337,[0.99987018 0.99913855 0.99958435],100.0,0.9,1.2,0.5,0.0,,,,,,
Lorenz,ESN,0.00034519203738390177,[0.99988304 0.99958105 0.99948294],100.0,0.9,1.2,0.5,0.05,,,,,,
Lorenz,ESN,0.0003977720034798791,[0.99983517 0.99958611 0.99936898],100.0,0.9,1.2,0.5,0.1,,,,,,
Lorenz,ESN,0.0004777676508518062,[0.99979324 0.99924512 0.99947372],100.0,0.9,1.2,0.5,0.15,,,,,,
Lorenz,ESN,0.00043425554851214974,[0.99982094 0.99945199 0.99943824],100.0,0.9,1.2,0.5,0.2,,,,,,
Lorenz,ESN,0.0021510010758559535,[0.99854341 0.99730859 0.99745886],100.0,0.9,1.2,1.0,0.0,,,,,,
Lorenz,ESN,0.0026611599237818437,[0.9979877  0.99637616 0.99732785],100.0,0.9,1.2,1.0,0.05,,,,,,
Lorenz,ESN,0.0016762308895810693,[0.9988866  0.99835171 0.99763385],100.0,0.9,1.2,1.0,0.1,,,,,,
Lorenz,ESN,0.0017289238067662613,[0.99900126 0.99825109 0.99757147],100.0,0.9,1.2,1.0,0.15,,,,,,
Lorenz,ESN,0.001853488691993447,[0.99915034 0.99785028 0.99745026],100.0,0.9,1.2,1.0,0.2,,,,,,
Lorenz,ESN,0.00502344139618349,[0.99754973 0.9940466  0.99293294],100.0,0.9,1.2,1.5,0.0,,,,,,
Lorenz,ESN,0.004503826248278763,[0.9975993  0.99631475 0.99243188],100.0,0.9,1.2,1.5,0.05,,,,,,
Lorenz,ESN,0.0043880170404092984,[0.99778447 0.99634543 0.99270388],100.0,0.9,1.2,1.5,0.1,,,,,,
Lorenz,ESN,0.0038430937322203014,[0.99780026 0.9959534  0.99457944],100.0,0.9,1.2,1.5,0.15,,,,,,
Lorenz,ESN,0.00407095393286603,[0.99803898 0.99628191 0.9936545 ],100.0,0.9,1.2,1.5,0.2,,,,,,
Lorenz,ESN,0.009446951451166755,[0.9950061  0.98879395 0.98706943],100.0,0.9,1.2,2.0,0.0,,,,,,
Lorenz,ESN,0.008293082959619776,[0.99619819 0.99265458 0.98633282],100.0,0.9,1.2,2.0,0.05,,,,,,
Lorenz,ESN,0.007035688102218493,[0.99666879 0.99375823 0.9885147 ],100.0,0.9,1.2,2.0,0.1,,,,,,
Lorenz,ESN,0.00705566124970895,[0.99627082 0.99390941 0.98856609],100.0,0.9,1.2,2.0,0.15,,,,,,
Lorenz,ESN,0.007428851443904067,[0.9963334  0.99181181 0.98963036],100.0,0.9,1.2,2.0,0.2,,,,,,
Lorenz,ESN,0.012419399939144947,[0.99359089 0.98579552 0.98226559],100.0,0.9,1.2,2.5,0.0,,,,,,
Lorenz,ESN,0.011819121419872262,[0.9956136  0.98797025 0.98045937],100.0,0.9,1.2,2.5,0.05,,,,,,
Lorenz,ESN,0.011302119440759737,[0.99411719 0.99087959 0.9809612 ],100.0,0.9,1.2,2.5,0.1,,,,,,
Lorenz,ESN,0.012790363065999292,[0.99365498 0.98974919 0.9778273 ],100.0,0.9,1.2,2.5,0.15,,,,,,
Lorenz,ESN,0.011578271772917387,[0.99419232 0.98759899 0.98280101],100.0,0.9,1.2,2.5,0.2,,,,,,
Lorenz,ESN,0.01530110273131313,[0.99218829 0.98221216 0.97818821],100.0,0.9,1.2,3.0,0.0,,,,,,
Lorenz,ESN,0.015197951621286808,[0.99308101 0.98283441 0.977139  ],100.0,0.9,1.2,3.0,0.05,,,,,,
Lorenz,ESN,0.014405146405634301,[0.99158804 0.98770752 0.97687365],100.0,0.9,1.2,3.0,0.1,,,,,,
Lorenz,ESN,0.016103457061152363,[0.99087808 0.98541051 0.97455506],100.0,0.9,1.2,3.0,0.15,,,,,,
Lorenz,ESN,0.015481985108879489,[0.99236087 0.98228971 0.977553  ],100.0,0.9,1.2,3.0,0.2,,,,,,
Lorenz,ESN,0.018511753249349467,[0.99043451 0.97830089 0.97374481],100.0,0.9,1.2,3.5,0.0,,,,,,
Lorenz,ESN,0.0184575180811679,[0.99016405 0.97771399 0.97455186],100.0,0.9,1.2,3.5,0.05,,,,,,
Lorenz,ESN,0.0172302383373964,[0.98864247 0.98468395 0.97373977],100.0,0.9,1.2,3.5,0.1,,,,,,
Lorenz,ESN,0.019328495851426944,[0.98848722 0.9816986  0.97086344],100.0,0.9,1.2,3.5,0.15,,,,,,
Lorenz,ESN,0.019029546605086493,[0.99087568 0.97825504 0.97234821],100.0,0.9,1.2,3.5,0.2,,,,,,
Lorenz,ESN,0.021443899800636396,[0.98857257 0.9748048  0.96974323],100.0,0.9,1.2,4.0,0.0,,,,,,
Lorenz,ESN,0.021404734442727363,[0.98750191 0.97331175 0.97206275],100.0,0.9,1.2,4.0,0.05,,,,,,
Lorenz,ESN,0.020230932548948536,[0.98582646 0.98164066 0.97001671],100.0,0.9,1.2,4.0,0.1,,,,,,
Lorenz,ESN,0.02269906262221449,[0.98593754 0.9786866  0.96615717],100.0,0.9,1.2,4.0,0.15,,,,,,
Lorenz,ESN,0.021891828347805595,[0.98913072 0.97591863 0.96802346],100.0,0.9,1.2,4.0,0.2,,,,,,
Lorenz,ESN,0.024093480313890976,[0.98634161 0.97104365 0.96709411],100.0,0.9,1.2,4.5,0.0,,,,,,
Lorenz,ESN,0.024061232332069197,[0.9849255  0.96914589 0.9701814 ],100.0,0.9,1.2,4.5,0.05,,,,,,
Lorenz,ESN,0.023086824369825315,[0.98308441 0.97775145 0.96739233],100.0,0.9,1.2,4.5,0.1,,,,,,
Lorenz,ESN,0.025595355947498837,[0.98347059 0.97584251 0.9624651 ],100.0,0.9,1.2,4.5,0.15,,,,,,
Lorenz,ESN,0.024680665919022775,[0.98680631 0.97252739 0.96513007],100.0,0.9,1.2,4.5,0.2,,,,,,
Lorenz,ESN,0.026780047632818,[0.98387628 0.96693517 0.96499769],100.0,0.9,1.2,5.0,0.0,,,,,,
Lorenz,ESN,0.026440601644678197,[0.98254713 0.96533227 0.96872137],100.0,0.9,1.2,5.0,0.05,,,,,,
Lorenz,ESN,0.02542646028802278,[0.9807445  0.97336296 0.96643271],100.0,0.9,1.2,5.0,0.1,,,,,,
Lorenz,ESN,0.02808149065546369,[0.98146713 0.97263562 0.95983385],100.0,0.9,1.2,5.0,0.15,,,,,,
Lorenz,ESN,0.027360750334976657,[0.98426908 0.96848476 0.96316179],100.0,0.9,1.2,5.0,0.2,,,,,,
Lorenz,ESN,2.2000833331714834e-06,[0.99999987 0.99999556 0.99999761],100.0,1.0,0.8,0.1,0.0,,,,,,
Lorenz,ESN,1.499889714365813e-06,[0.99999989 0.99999682 0.99999854],100.0,1.0,0.8,0.1,0.05,,,,,,
Lorenz,ESN,2.402318159200903e-06,[0.99999989 0.99999428 0.99999803],100.0,1.0,0.8,0.1,0.1,,,,,,
Lorenz,ESN,2.0064578296736923e-06,[0.99999988 0.99999627 0.99999757],100.0,1.0,0.8,0.1,0.15,,,,,,
Lorenz,ESN,2.2173200224825834e-06,[0.99999984 0.99999438 0.99999849],100.0,1.0,0.8,0.1,0.2,,,,,,
Lorenz,ESN,9.924976494986322e-05,[0.9999614  0.99989397 0.99984407],100.0,1.0,0.8,0.5,0.0,,,,,,
Lorenz,ESN,7.342282605257772e-05,[0.9999625  0.99994765 0.99987102],100.0,1.0,0.8,0.5,0.05,,,,,,
Lorenz,ESN,7.304387239574345e-05,[0.99997473 0.99991722 0.99988779],100.0,1.0,0.8,0.5,0.1,,,,,,
Lorenz,ESN,7.840652060895751e-05,[0.99996874 0.99990806 0.99989077],100.0,1.0,0.8,0.5,0.15,,,,,,
Lorenz,ESN,6.851930922811908e-05,[0.99997034 0.99993149 0.99989716],100.0,1.0,0.8,0.5,0.2,,,,,,
Lorenz,ESN,0.0012736406905826108,[0.99939832 0.9985004  0.99818633],100.0,1.0,0.8,1.0,0.0,,,,,,
Lorenz,ESN,0.0010915694920866138,[0.99961342 0.99909693 0.99804239],100.0,1.0,0.8,1.0,0.05,,,,,,
Lorenz,ESN,0.0009088448201554037,[0.99962916 0.99934007 0.99834747],100.0,1.0,0.8,1.0,0.1,,,,,,
Lorenz,ESN,0.0011172328751009452,[0.99950986 0.9990208  0.99815416],100.0,1.0,0.8,1.0,0.15,,,,,,
Lorenz,ESN,0.0010249038989022367,[0.99953383 0.99891197 0.99852024],100.0,1.0,0.8,1.0,0.2,,,,,,
Lorenz,ESN,0.0038292781414858094,[0.99808059 0.99683997 0.99368429],100.0,1.0,0.8,1.5,0.0,,,,,,
Lorenz,ESN,0.003816241328584023,[0.99848498 0.99738463 0.99305918],100.0,1.0,0.8,1.5,0.05,,,,,,
Lorenz,ESN,0.0030509926564256068,[0.99867474 0.99776353 0.99454688],100.0,1.0,0.8,1.5,0.1,,,,,,
Lorenz,ESN,0.0035360089942228054,[0.99842008 0.99747488 0.99353799],100.0,1.0,0.8,1.5,0.15,,,,,,
Lorenz,ESN,0.0038272975510349003,[0.9980286  0.99659618 0.99396774],100.0,1.0,0.8,1.5,0.2,,,,,,
Lorenz,ESN,0.006979336361712117,[0.99656384 0.99411885 0.9882629 ],100.0,1.0,0.8,2.0,0.0,,,,,,
Lorenz,ESN,0.007542436951570101,[0.99635129 0.99380549 0.98709444],100.0,1.0,0.8,2.0,0.05,,,,,,
Lorenz,ESN,0.007811069962410694,[0.99651901 0.99490062 0.98512035],100.0,1.0,0.8,2.0,0.1,,,,,,
Lorenz,ESN,0.008270207763190741,[0.99616158 0.99418198 0.98471806],100.0,1.0,0.8,2.0,0.15,,,,,,
Lorenz,ESN,0.007146548866182809,[0.99612877 0.99292421 0.98920717],100.0,1.0,0.8,2.0,0.2,,,,,,
Lorenz,ESN,0.010544331314649548,[0.99390326 0.98994437 0.98392035],100.0,1.0,0.8,2.5,0.0,,,,,,
Lorenz,ESN,0.011109201715987827,[0.99265885 0.98908997 0.98393416],100.0,1.0,0.8,2.5,0.05,,,,,,
Lorenz,ESN,0.010526725486578157,[0.99317309 0.99248688 0.98219163],100.0,1.0,0.8,2.5,0.1,,,,,,
Lorenz,ESN,0.011826218099136896,[0.99301957 0.99143529 0.97980274],100.0,1.0,0.8,2.5,0.15,,,,,,
Lorenz,ESN,0.011108600080358102,[0.9938476  0.98999833 0.98245342],100.0,1.0,0.8,2.5,0.2,,,,,,
Lorenz,ESN,0.014308119075900539,[0.99120358 0.985322   0.97940975],100.0,1.0,0.8,3.0,0.0,,,,,,
Lorenz,ESN,0.015150018471218848,[0.98940341 0.9838691  0.97959081],100.0,1.0,0.8,3.0,0.05,,,,,,
Lorenz,ESN,0.01421052923443319,[0.98909039 0.98895436 0.97814309],100.0,1.0,0.8,3.0,0.1,,,,,,
Lorenz,ESN,0.016372444859133594,[0.98862945 0.98731683 0.97434667],100.0,1.0,0.8,3.0,0.15,,,,,,
Lorenz,ESN,0.015453277280695472,[0.99043806 0.98655575 0.97613404],100.0,1.0,0.8,3.0,0.2,,,,,,
Lorenz,ESN,0.017920822157868572,[0.98778946 0.98048439 0.9760723 ],100.0,1.0,0.8,3.5,0.0,,,,,,
Lorenz,ESN,0.018750934725800143,[0.98641952 0.97868823 0.97631042],100.0,1.0,0.8,3.5,0.05,,,,,,
Lorenz,ESN,0.01808547380793328,[0.98523332 0.98404156 0.97457948],100.0,1.0,0.8,3.5,0.1,,,,,,
Lorenz,ESN,0.020629220993717425,[0.98496124 0.98236669 0.96967037],100.0,1.0,0.8,3.5,0.15,,,,,,
Lorenz,ESN,0.0195184953525877,[0.98708421 0.98102771 0.97219124],100.0,1.0,0.8,3.5,0.2,,,,,,
Lorenz,ESN,0.02178121772845289,[0.9836198  0.97565223 0.97274691],100.0,1.0,0.8,4.0,0.0,,,,,,
Lorenz,ESN,0.022091973960121136,[0.98344357 0.97399555 0.97347845],100.0,1.0,0.8,4.0,0.05,,,,,,
Lorenz,ESN,0.02163381804435563,[0.98249327 0.97872932 0.97149069],100.0,1.0,0.8,4.0,0.1,,,,,,
Lorenz,ESN,0.024277638957640298,[0.98232073 0.97733459 0.96588743],100.0,1.0,0.8,4.0,0.15,,,,,,
Lorenz,ESN,0.023134738736398323,[0.98394496 0.97548203 0.96934714],100.0,1.0,0.8,4.0,0.2,,,,,,
Lorenz,ESN,0.025818394285319773,[0.97938808 0.97134971 0.96865739],100.0,1.0,0.8,4.5,0.0,,,,,,
Lorenz,ESN,0.025544185368237445,[0.98037825 0.96985889 0.97014764],100.0,1.0,0.8,4.5,0.05,,,,,,
Lorenz,ESN,0.0250516556345211,[0.98029589 0.97392646 0.96807024],100.0,1.0,0.8,4.5,0.1,,,,,,
Lorenz,ESN,0.027563529676838124,[0.9799996  0.97272106 0.96261003],100.0,1.0,0.8,4.5,0.15,,,,,,
Lorenz,ESN,0.026329688514271952,[0.98091837 0.9708396  0.96699541],100.0,1.0,0.8,4.5,0.2,,,,,,
Lorenz,ESN,0.02980811025402034,[0.97545786 0.96777915 0.96402655],100.0,1.0,0.8,5.0,0.0,,,,,,
Lorenz,ESN,0.0292443180676068,[0.97723432 0.96599442 0.96614592],100.0,1.0,0.8,5.0,0.05,,,,,,
Lorenz,ESN,0.028445561846337432,[0.9780882  0.96989143 0.96423688],100.0,1.0,0.8,5.0,0.1,,,,,,
Lorenz,ESN,0.030757594625006712,[0.97746741 0.96852178 0.95960199],100.0,1.0,0.8,5.0,0.15,,,,,,
Lorenz,ESN,0.029353815220953094,[0.97798875 0.96689358 0.96465232],100.0,1.0,0.8,5.0,0.2,,,,,,
Lorenz,ESN,3.1579796726134133e-06,[0.99999976 0.99999407 0.9999962 ],100.0,1.0,0.85,0.1,0.0,,,,,,
Lorenz,ESN,1.9176307588088098e-06,[0.99999985 0.99999577 0.99999827],100.0,1.0,0.85,0.1,0.05,,,,,,
Lorenz,ESN,2.70361121293188e-06,[0.99999986 0.99999376 0.99999762],100.0,1.0,0.85,0.1,0.1,,,,,,
Lorenz,ESN,2.6063547499577484e-06,[0.99999987 0.99999556 0.99999648],100.0,1.0,0.85,0.1,0.15,,,,,,
Lorenz,ESN,2.569833141840036e-06,[0.99999982 0.9999938  0.99999798],100.0,1.0,0.85,0.1,0.2,,,,,,
Lorenz,ESN,0.0001291582916429599,[0.99994895 0.99984434 0.99981395],100.0,1.0,0.85,0.5,0.0,,,,,,
Lorenz,ESN,8.901929156709909e-05,[0.9999524  0.99992282 0.99985606],100.0,1.0,0.85,0.5,0.05,,,,,,
Lorenz,ESN,9.779854276616547e-05,[0.99996571 0.99989744 0.99984351],100.0,1.0,0.85,0.5,0.1,,,,,,
Lorenz,ESN,0.00010074251399076348,[0.99995401 0.9998736  0.99986935],100.0,1.0,0.85,0.5,0.15,,,,,,
Lorenz,ESN,8.562758359780181e-05,[0.99996304 0.99991858 0.99986785],100.0,1.0,0.85,0.5,0.2,,,,,,
Lorenz,ESN,0.0014265701590607208,[0.99935381 0.99824556 0.99800685],100.0,1.0,0.85,1.0,0.0,,,,,,
Lorenz,ESN,0.0012217404315350302,[0.99956891 0.99886162 0.99790966],100.0,1.0,0.85,1.0,0.05,,,,,,
Lorenz,ESN,0.00101017612173969,[0.99958068 0.9992082  0.99821632],100.0,1.0,0.85,1.0,0.1,,,,,,
Lorenz,ESN,0.0012115545011779946,[0.99945616 0.99883015 0.99810112],100.0,1.0,0.85,1.0,0.15,,,,,,
Lorenz,ESN,0.0011044691740584218,[0.99952375 0.9988653  0.99835993],100.0,1.0,0.85,1.0,0.2,,,,,,
Lorenz,ESN,0.004190785594135752,[0.99780632 0.99620183 0.9934323 ],100.0,1.0,0.85,1.5,0.0,,,,,,
Lorenz,ESN,0.003897567578878541,[0.99834284 0.99723306 0.99310223],100.0,1.0,0.85,1.5,0.05,,,,,,
Lorenz,ESN,0.0031157439831560633,[0.99857776 0.99760635 0.99463651],100.0,1.0,0.85,1.5,0.1,,,,,,
Lorenz,ESN,0.0034530461624508618,[0.99832326 0.99731388 0.99401599],100.0,1.0,0.85,1.5,0.15,,,,,,
Lorenz,ESN,0.0038816763659034765,[0.99788662 0.99637564 0.99417283],100.0,1.0,0.85,1.5,0.2,,,,,,
Lorenz,ESN,0.007294074987274269,[0.99651996 0.99366705 0.98778881],100.0,1.0,0.85,2.0,0.0,,,,,,
Lorenz,ESN,0.0078312434383655,[0.99656665 0.99362978 0.98628307],100.0,1.0,0.85,2.0,0.05,,,,,,
Lorenz,ESN,0.007917509828078068,[0.99653184 0.99463817 0.98507316],100.0,1.0,0.85,2.0,0.1,,,,,,
Lorenz,ESN,0.008559856703738574,[0.9960025  0.99385662 0.98430778],100.0,1.0,0.85,2.0,0.15,,,,,,
Lorenz,ESN,0.007577722742875771,[0.99592619 0.99251557 0.9885378 ],100.0,1.0,0.85,2.0,0.2,,,,,,
Lorenz,ESN,0.010712517738730698,[0.99405145 0.98965942 0.98349025],100.0,1.0,0.85,2.5,0.0,,,,,,
Lorenz,ESN,0.011179160919169203,[0.99298421 0.98891995 0.9835921 ],100.0,1.0,0.85,2.5,0.05,,,,,,
Lorenz,ESN,0.010736366320124015,[0.99325803 0.99222875 0.98175247],100.0,1.0,0.85,2.5,0.1,,,,,,
Lorenz,ESN,0.011868517989951454,[0.99311782 0.99109407 0.97983307],100.0,1.0,0.85,2.5,0.15,,,,,,
Lorenz,ESN,0.011349366459612873,[0.99394815 0.98891972 0.98254741],100.0,1.0,0.85,2.5,0.2,,,,,,
Lorenz,ESN,0.014429569822270666,[0.99140032 0.98506814 0.97903174],100.0,1.0,0.85,3.0,0.0,,,,,,
Lorenz,ESN,0.015101326270284772,[0.98960938 0.98377673 0.97960614],100.0,1.0,0.85,3.0,0.05,,,,,,
Lorenz,ESN,0.014150128919463633,[0.98937388 0.98910221 0.9779547 ],100.0,1.0,0.85,3.0,0.1,,,,,,
Lorenz,ESN,0.016237409203973173,[0.98886121 0.98731743 0.97451423],100.0,1.0,0.85,3.0,0.15,,,,,,
Lorenz,ESN,0.015509991889868601,[0.99090872 0.98605493 0.97596478],100.0,1.0,0.85,3.0,0.2,,,,,,
Lorenz,ESN,0.01794284994700093,[0.98824408 0.98025819 0.97571063],100.0,1.0,0.85,3.5,0.0,,,,,,
Lorenz,ESN,0.018764588790662874,[0.98660857 0.97847273 0.97624829],100.0,1.0,0.85,3.5,0.05,,,,,,
Lorenz,ESN,0.01799098958167685,[0.98533156 0.98439967 0.9744375 ],100.0,1.0,0.85,3.5,0.1,,,,,,
Lorenz,ESN,0.020526960334403932,[0.98495379 0.98259384 0.96978982],100.0,1.0,0.85,3.5,0.15,,,,,,
Lorenz,ESN,0.019509229048793483,[0.98753114 0.98105992 0.97183341],100.0,1.0,0.85,3.5,0.2,,,,,,
Lorenz,ESN,0.021613220102663585,[0.98436898 0.97529917 0.97277497],100.0,1.0,0.85,4.0,0.0,,,,,,
Lorenz,ESN,0.022034694188172842,[0.98369459 0.97359746 0.97367592],100.0,1.0,0.85,4.0,0.05,,,,,,
Lorenz,ESN,0.02150060975720377,[0.9823106  0.97899546 0.97171651],100.0,1.0,0.85,4.0,0.1,,,,,,
Lorenz,ESN,0.02416939693860057,[0.98219726 0.97764478 0.96605509],100.0,1.0,0.85,4.0,0.15,,,,,,
Lorenz,ESN,0.023177397513025166,[0.98435425 0.97539298 0.9689695 ],100.0,1.0,0.85,4.0,0.2,,,,,,
Lorenz,ESN,0.025538567183755183,[0.98022756 0.97075846 0.96909857],100.0,1.0,0.85,4.5,0.0,,,,,,
Lorenz,ESN,0.025352966446162084,[0.98066301 0.96934685 0.97071814],100.0,1.0,0.85,4.5,0.05,,,,,,
Lorenz,ESN,0.024822527253281882,[0.98004049 0.97393961 0.96877671],100.0,1.0,0.85,4.5,0.1,,,,,,
Lorenz,ESN,0.027397908094157864,[0.97997612 0.97295347 0.96287805],100.0,1.0,0.85,4.5,0.15,,,,,,
Lorenz,ESN,0.026414110391492242,[0.98131847 0.97046147 0.96669266],100.0,1.0,0.85,4.5,0.2,,,,,,
Lorenz,ESN,0.029456363983945976,[0.97624242 0.96703559 0.96477146],100.0,1.0,0.85,5.0,0.0,,,,,,
Lorenz,ESN,0.028924364366801212,[0.9775009  0.96546341 0.96704504],100.0,1.0,0.85,5.0,0.05,,,,,,
Lorenz,ESN,0.028142240491395413,[0.97790786 0.96964882 0.96524155],100.0,1.0,0.85,5.0,0.1,,,,,,
Lorenz,ESN,0.030518068562657957,[0.97764248 0.96864571 0.95992076],100.0,1.0,0.85,5.0,0.15,,,,,,
Lorenz,ESN,0.029387707967788945,[0.97840891 0.9663154  0.96456714],100.0,1.0,0.85,5.0,0.2,,,,,,
Lorenz,ESN,4.481934631966128e-06,[0.99999959 0.99999189 0.99999441],100.0,1.0,0.9,0.1,0.0,,,,,,
Lorenz,ESN,2.3992843529445637e-06,[0.99999981 0.9999948  0.99999778],100.0,1.0,0.9,0.1,0.05,,,,,,
