taskType,label,accuracy,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
delay,ESN,0.08117365290232802,0.08117365290232802,3.0,1.0,0.85,2.0,0.05,,,,,,
delay,ESN,8.712454344887881e-05,8.712454344887881e-05,3.0,1.0,0.85,2.0,0.1,,,,,,
delay,ESN,0.0446954466815279,0.0446954466815279,3.0,1.0,0.85,2.0,0.15,,,,,,
delay,ESN,0.013682649696447727,0.013682649696447727,3.0,1.0,0.85,2.0,0.2,,,,,,
delay,ESN,0.018013064349812154,0.018013064349812154,3.0,1.0,0.85,2.5,0.0,,,,,,
delay,ESN,0.13916757534985338,0.13916757534985338,3.0,1.0,0.85,2.5,0.05,,,,,,
delay,ESN,0.05343937785695319,0.05343937785695319,3.0,1.0,0.85,2.5,0.1,,,,,,
delay,ESN,0.016786703747174454,0.016786703747174454,3.0,1.0,0.85,2.5,0.15,,,,,,
delay,ESN,0.021478185650993964,0.021478185650993964,3.0,1.0,0.85,2.5,0.2,,,,,,
delay,ESN,0.013802067179931248,0.013802067179931248,3.0,1.0,0.85,3.0,0.0,,,,,,
delay,ESN,0.00036854767011148995,0.00036854767011148995,3.0,1.0,0.85,3.0,0.05,,,,,,
delay,ESN,0.1447100210919141,0.1447100210919141,3.0,1.0,0.85,3.0,0.1,,,,,,
delay,ESN,0.0022316744691616383,0.0022316744691616383,3.0,1.0,0.85,3.0,0.15,,,,,,
delay,ESN,0.07778934748961845,0.07778934748961845,3.0,1.0,0.85,3.0,0.2,,,,,,
delay,ESN,0.010789978080292884,0.010789978080292884,3.0,1.0,0.85,3.5,0.0,,,,,,
delay,ESN,0.006151962673375316,0.006151962673375316,3.0,1.0,0.85,3.5,0.05,,,,,,
delay,ESN,0.08864392489309623,0.08864392489309623,3.0,1.0,0.85,3.5,0.1,,,,,,
delay,ESN,0.009631191365669867,0.009631191365669867,3.0,1.0,0.85,3.5,0.15,,,,,,
delay,ESN,0.004528665786980458,0.004528665786980458,3.0,1.0,0.85,3.5,0.2,,,,,,
delay,ESN,0.11692363774454295,0.11692363774454295,3.0,1.0,0.85,4.0,0.0,,,,,,
delay,ESN,0.13543588436880064,0.13543588436880064,3.0,1.0,0.85,4.0,0.05,,,,,,
delay,ESN,0.04769499618287205,0.04769499618287205,3.0,1.0,0.85,4.0,0.1,,,,,,
delay,ESN,0.004938129432698686,0.004938129432698686,3.0,1.0,0.85,4.0,0.15,,,,,,
delay,ESN,0.08656985899499221,0.08656985899499221,3.0,1.0,0.85,4.0,0.2,,,,,,
delay,ESN,0.0013857224856526505,0.0013857224856526505,3.0,1.0,0.85,4.5,0.0,,,,,,
delay,ESN,0.02493693087484257,0.02493693087484257,3.0,1.0,0.85,4.5,0.05,,,,,,
delay,ESN,0.007188064975525295,0.007188064975525295,3.0,1.0,0.85,4.5,0.1,,,,,,
delay,ESN,0.0995777711642652,0.0995777711642652,3.0,1.0,0.85,4.5,0.15,,,,,,
delay,ESN,0.1415007507287516,0.1415007507287516,3.0,1.0,0.85,4.5,0.2,,,,,,
delay,ESN,0.014187542831489446,0.014187542831489446,3.0,1.0,0.85,5.0,0.0,,,,,,
delay,ESN,0.0476597988257738,0.0476597988257738,3.0,1.0,0.85,5.0,0.05,,,,,,
delay,ESN,0.0001112316771610794,0.0001112316771610794,3.0,1.0,0.85,5.0,0.1,,,,,,
delay,ESN,0.017402487256332907,0.017402487256332907,3.0,1.0,0.85,5.0,0.15,,,,,,
delay,ESN,0.005613962410195715,0.005613962410195715,3.0,1.0,0.85,5.0,0.2,,,,,,
delay,ESN,0.10420254011894259,0.10420254011894259,3.0,1.0,0.9,0.1,0.0,,,,,,
delay,ESN,0.23442373041997083,0.23442373041997083,3.0,1.0,0.9,0.1,0.05,,,,,,
delay,ESN,0.3210570068183277,0.3210570068183277,3.0,1.0,0.9,0.1,0.1,,,,,,
delay,ESN,0.16873063786934325,0.16873063786934325,3.0,1.0,0.9,0.1,0.15,,,,,,
delay,ESN,0.2798643706950468,0.2798643706950468,3.0,1.0,0.9,0.1,0.2,,,,,,
delay,ESN,0.10915007410682694,0.10915007410682694,3.0,1.0,0.9,0.5,0.0,,,,,,
delay,ESN,0.00028256470550336505,0.00028256470550336505,3.0,1.0,0.9,0.5,0.05,,,,,,
delay,ESN,0.06618370507193169,0.06618370507193169,3.0,1.0,0.9,0.5,0.1,,,,,,
delay,ESN,0.09627044572258954,0.09627044572258954,3.0,1.0,0.9,0.5,0.15,,,,,,
delay,ESN,0.20673925426447304,0.20673925426447304,3.0,1.0,0.9,0.5,0.2,,,,,,
delay,ESN,0.005435974305515635,0.005435974305515635,3.0,1.0,0.9,1.0,0.0,,,,,,
delay,ESN,0.013281820050759079,0.013281820050759079,3.0,1.0,0.9,1.0,0.05,,,,,,
delay,ESN,0.08743392108958177,0.08743392108958177,3.0,1.0,0.9,1.0,0.1,,,,,,
delay,ESN,0.1321386771516829,0.1321386771516829,3.0,1.0,0.9,1.0,0.15,,,,,,
delay,ESN,0.03324883240863153,0.03324883240863153,3.0,1.0,0.9,1.0,0.2,,,,,,
delay,ESN,0.0020924286188930843,0.0020924286188930843,3.0,1.0,0.9,1.5,0.0,,,,,,
delay,ESN,0.012782598570464493,0.012782598570464493,3.0,1.0,0.9,1.5,0.05,,,,,,
delay,ESN,0.008169208457520137,0.008169208457520137,3.0,1.0,0.9,1.5,0.1,,,,,,
delay,ESN,0.0037467740986522275,0.0037467740986522275,3.0,1.0,0.9,1.5,0.15,,,,,,
delay,ESN,0.20986421194569846,0.20986421194569846,3.0,1.0,0.9,1.5,0.2,,,,,,
delay,ESN,0.002371158699792173,0.002371158699792173,3.0,1.0,0.9,2.0,0.0,,,,,,
delay,ESN,0.002432065515156399,0.002432065515156399,3.0,1.0,0.9,2.0,0.05,,,,,,
delay,ESN,0.06991158770817803,0.06991158770817803,3.0,1.0,0.9,2.0,0.1,,,,,,
delay,ESN,0.026850144681294333,0.026850144681294333,3.0,1.0,0.9,2.0,0.15,,,,,,
delay,ESN,0.006061938025862439,0.006061938025862439,3.0,1.0,0.9,2.0,0.2,,,,,,
delay,ESN,0.08419543376419784,0.08419543376419784,3.0,1.0,0.9,2.5,0.0,,,,,,
delay,ESN,0.0016021477327543983,0.0016021477327543983,3.0,1.0,0.9,2.5,0.05,,,,,,
delay,ESN,0.006790673998930831,0.006790673998930831,3.0,1.0,0.9,2.5,0.1,,,,,,
delay,ESN,0.00017581772381066084,0.00017581772381066084,3.0,1.0,0.9,2.5,0.15,,,,,,
delay,ESN,0.021581835493324732,0.021581835493324732,3.0,1.0,0.9,2.5,0.2,,,,,,
delay,ESN,0.012188102051278116,0.012188102051278116,3.0,1.0,0.9,3.0,0.0,,,,,,
delay,ESN,0.004861269848913703,0.004861269848913703,3.0,1.0,0.9,3.0,0.05,,,,,,
delay,ESN,0.004701690671960295,0.004701690671960295,3.0,1.0,0.9,3.0,0.1,,,,,,
delay,ESN,0.014791498432267786,0.014791498432267786,3.0,1.0,0.9,3.0,0.15,,,,,,
delay,ESN,0.0023785123428678055,0.0023785123428678055,3.0,1.0,0.9,3.0,0.2,,,,,,
delay,ESN,0.002029997890011644,0.002029997890011644,3.0,1.0,0.9,3.5,0.0,,,,,,
delay,ESN,0.003207998550608757,0.003207998550608757,3.0,1.0,0.9,3.5,0.05,,,,,,
delay,ESN,0.11927067560626577,0.11927067560626577,3.0,1.0,0.9,3.5,0.1,,,,,,
delay,ESN,0.04596133472396858,0.04596133472396858,3.0,1.0,0.9,3.5,0.15,,,,,,
delay,ESN,0.06267436013253845,0.06267436013253845,3.0,1.0,0.9,3.5,0.2,,,,,,
delay,ESN,0.016581202419282612,0.016581202419282612,3.0,1.0,0.9,4.0,0.0,,,,,,
delay,ESN,0.1074858546592966,0.1074858546592966,3.0,1.0,0.9,4.0,0.05,,,,,,
delay,ESN,0.0002954230173555591,0.0002954230173555591,3.0,1.0,0.9,4.0,0.1,,,,,,
delay,ESN,0.019995227774013326,0.019995227774013326,3.0,1.0,0.9,4.0,0.15,,,,,,
delay,ESN,0.14304711718594146,0.14304711718594146,3.0,1.0,0.9,4.0,0.2,,,,,,
delay,ESN,1.2687839682171387e-05,1.2687839682171387e-05,3.0,1.0,0.9,4.5,0.0,,,,,,
delay,ESN,0.013737392897524734,0.013737392897524734,3.0,1.0,0.9,4.5,0.05,,,,,,
delay,ESN,0.016238240003221136,0.016238240003221136,3.0,1.0,0.9,4.5,0.1,,,,,,
delay,ESN,0.08124013028408412,0.08124013028408412,3.0,1.0,0.9,4.5,0.15,,,,,,
delay,ESN,0.0030942524990346157,0.0030942524990346157,3.0,1.0,0.9,4.5,0.2,,,,,,
delay,ESN,0.05956386668856952,0.05956386668856952,3.0,1.0,0.9,5.0,0.0,,,,,,
delay,ESN,0.0019366194495708813,0.0019366194495708813,3.0,1.0,0.9,5.0,0.05,,,,,,
delay,ESN,0.019590739178476875,0.019590739178476875,3.0,1.0,0.9,5.0,0.1,,,,,,
delay,ESN,0.017882368894263683,0.017882368894263683,3.0,1.0,0.9,5.0,0.15,,,,,,
delay,ESN,0.026692075103510435,0.026692075103510435,3.0,1.0,0.9,5.0,0.2,,,,,,
delay,ESN,0.24577162909632563,0.24577162909632563,3.0,1.0,0.95,0.1,0.0,,,,,,
delay,ESN,0.03123973268292121,0.03123973268292121,3.0,1.0,0.95,0.1,0.05,,,,,,
delay,ESN,0.1820646185950011,0.1820646185950011,3.0,1.0,0.95,0.1,0.1,,,,,,
delay,ESN,0.31674006498537366,0.31674006498537366,3.0,1.0,0.95,0.1,0.15,,,,,,
delay,ESN,6.927095457343879e-05,6.927095457343879e-05,3.0,1.0,0.95,0.1,0.2,,,,,,
delay,ESN,0.021304213239003486,0.021304213239003486,3.0,1.0,0.95,0.5,0.0,,,,,,
delay,ESN,0.07744124437183647,0.07744124437183647,3.0,1.0,0.95,0.5,0.05,,,,,,
delay,ESN,0.036347454127716027,0.036347454127716027,3.0,1.0,0.95,0.5,0.1,,,,,,
delay,ESN,0.09902613578549009,0.09902613578549009,3.0,1.0,0.95,0.5,0.15,,,,,,
delay,ESN,0.0445934946492667,0.0445934946492667,3.0,1.0,0.95,0.5,0.2,,,,,,
delay,ESN,0.0022723612887921626,0.0022723612887921626,3.0,1.0,0.95,1.0,0.0,,,,,,
delay,ESN,0.015289705743651974,0.015289705743651974,3.0,1.0,0.95,1.0,0.05,,,,,,
delay,ESN,0.0014539095547645002,0.0014539095547645002,3.0,1.0,0.95,1.0,0.1,,,,,,
delay,ESN,0.0009016125977718424,0.0009016125977718424,3.0,1.0,0.95,1.0,0.15,,,,,,
delay,ESN,0.017557848966785323,0.017557848966785323,3.0,1.0,0.95,1.0,0.2,,,,,,
delay,ESN,0.004012885815024119,0.004012885815024119,3.0,1.0,0.95,1.5,0.0,,,,,,
delay,ESN,0.0008180814674218108,0.0008180814674218108,3.0,1.0,0.95,1.5,0.05,,,,,,
delay,ESN,0.003243353270454575,0.003243353270454575,3.0,1.0,0.95,1.5,0.1,,,,,,
delay,ESN,0.0006199923408389643,0.0006199923408389643,3.0,1.0,0.95,1.5,0.15,,,,,,
delay,ESN,5.1659329547382114e-05,5.1659329547382114e-05,3.0,1.0,0.95,1.5,0.2,,,,,,
delay,ESN,0.001593029309962973,0.001593029309962973,3.0,1.0,0.95,2.0,0.0,,,,,,
delay,ESN,0.0007318153020513094,0.0007318153020513094,3.0,1.0,0.95,2.0,0.05,,,,,,
delay,ESN,0.06029852420801469,0.06029852420801469,3.0,1.0,0.95,2.0,0.1,,,,,,
delay,ESN,0.0017623971598682323,0.0017623971598682323,3.0,1.0,0.95,2.0,0.15,,,,,,
delay,ESN,0.04024242079114538,0.04024242079114538,3.0,1.0,0.95,2.0,0.2,,,,,,
delay,ESN,0.00574303689751169,0.00574303689751169,3.0,1.0,0.95,2.5,0.0,,,,,,
delay,ESN,0.00030402255171239055,0.00030402255171239055,3.0,1.0,0.95,2.5,0.05,,,,,,
delay,ESN,0.04083644847116882,0.04083644847116882,3.0,1.0,0.95,2.5,0.1,,,,,,
delay,ESN,0.13295678378972664,0.13295678378972664,3.0,1.0,0.95,2.5,0.15,,,,,,
delay,ESN,0.0013257097317896226,0.0013257097317896226,3.0,1.0,0.95,2.5,0.2,,,,,,
delay,ESN,0.021930119753336794,0.021930119753336794,3.0,1.0,0.95,3.0,0.0,,,,,,
delay,ESN,0.010481634405293094,0.010481634405293094,3.0,1.0,0.95,3.0,0.05,,,,,,
delay,ESN,0.1230445753392141,0.1230445753392141,3.0,1.0,0.95,3.0,0.1,,,,,,
delay,ESN,0.07157257571095019,0.07157257571095019,3.0,1.0,0.95,3.0,0.15,,,,,,
delay,ESN,0.013094592877183621,0.013094592877183621,3.0,1.0,0.95,3.0,0.2,,,,,,
delay,ESN,0.009136802781235038,0.009136802781235038,3.0,1.0,0.95,3.5,0.0,,,,,,
delay,ESN,0.007783681508082306,0.007783681508082306,3.0,1.0,0.95,3.5,0.05,,,,,,
delay,ESN,0.026915751926076956,0.026915751926076956,3.0,1.0,0.95,3.5,0.1,,,,,,
delay,ESN,0.10054606474142261,0.10054606474142261,3.0,1.0,0.95,3.5,0.15,,,,,,
delay,ESN,0.018488357658735095,0.018488357658735095,3.0,1.0,0.95,3.5,0.2,,,,,,
delay,ESN,0.03153963192955359,0.03153963192955359,3.0,1.0,0.95,4.0,0.0,,,,,,
delay,ESN,0.017088500577248495,0.017088500577248495,3.0,1.0,0.95,4.0,0.05,,,,,,
delay,ESN,0.00017604745240228166,0.00017604745240228166,3.0,1.0,0.95,4.0,0.1,,,,,,
delay,ESN,0.01831184378619837,0.01831184378619837,3.0,1.0,0.95,4.0,0.15,,,,,,
delay,ESN,0.09192374867555848,0.09192374867555848,3.0,1.0,0.95,4.0,0.2,,,,,,
delay,ESN,0.003005036194686523,0.003005036194686523,3.0,1.0,0.95,4.5,0.0,,,,,,
delay,ESN,0.026313675070857866,0.026313675070857866,3.0,1.0,0.95,4.5,0.05,,,,,,
delay,ESN,0.015553045792786694,0.015553045792786694,3.0,1.0,0.95,4.5,0.1,,,,,,
delay,ESN,0.12205751957782934,0.12205751957782934,3.0,1.0,0.95,4.5,0.15,,,,,,
delay,ESN,0.03039135793459345,0.03039135793459345,3.0,1.0,0.95,4.5,0.2,,,,,,
delay,ESN,0.00010355152620342465,0.00010355152620342465,3.0,1.0,0.95,5.0,0.0,,,,,,
delay,ESN,0.018774316574081414,0.018774316574081414,3.0,1.0,0.95,5.0,0.05,,,,,,
delay,ESN,0.013637910007350689,0.013637910007350689,3.0,1.0,0.95,5.0,0.1,,,,,,
delay,ESN,0.09201591808908999,0.09201591808908999,3.0,1.0,0.95,5.0,0.15,,,,,,
delay,ESN,0.02762806953530771,0.02762806953530771,3.0,1.0,0.95,5.0,0.2,,,,,,
delay,ESN,0.0448558536861796,0.0448558536861796,3.0,1.0,1.0,0.1,0.0,,,,,,
delay,ESN,0.35059258905207186,0.35059258905207186,3.0,1.0,1.0,0.1,0.05,,,,,,
delay,ESN,0.24662785083495703,0.24662785083495703,3.0,1.0,1.0,0.1,0.1,,,,,,
delay,ESN,0.07346677192254988,0.07346677192254988,3.0,1.0,1.0,0.1,0.15,,,,,,
delay,ESN,0.3606533454339085,0.3606533454339085,3.0,1.0,1.0,0.1,0.2,,,,,,
delay,ESN,0.040856406297206535,0.040856406297206535,3.0,1.0,1.0,0.5,0.0,,,,,,
delay,ESN,0.05582514098890595,0.05582514098890595,3.0,1.0,1.0,0.5,0.05,,,,,,
delay,ESN,0.3049259123556161,0.3049259123556161,3.0,1.0,1.0,0.5,0.1,,,,,,
delay,ESN,0.1413235470426888,0.1413235470426888,3.0,1.0,1.0,0.5,0.15,,,,,,
delay,ESN,0.004971830077855305,0.004971830077855305,3.0,1.0,1.0,0.5,0.2,,,,,,
delay,ESN,0.0062667723941014055,0.0062667723941014055,3.0,1.0,1.0,1.0,0.0,,,,,,
delay,ESN,0.1910000665913001,0.1910000665913001,3.0,1.0,1.0,1.0,0.05,,,,,,
delay,ESN,0.010358974770151658,0.010358974770151658,3.0,1.0,1.0,1.0,0.1,,,,,,
delay,ESN,0.09612276941380601,0.09612276941380601,3.0,1.0,1.0,1.0,0.15,,,,,,
delay,ESN,0.0031644656580084238,0.0031644656580084238,3.0,1.0,1.0,1.0,0.2,,,,,,
delay,ESN,2.813863477783208e-05,2.813863477783208e-05,3.0,1.0,1.0,1.5,0.0,,,,,,
delay,ESN,0.0036619821947301524,0.0036619821947301524,3.0,1.0,1.0,1.5,0.05,,,,,,
delay,ESN,0.00020348608521177092,0.00020348608521177092,3.0,1.0,1.0,1.5,0.1,,,,,,
delay,ESN,0.027387717605002596,0.027387717605002596,3.0,1.0,1.0,1.5,0.15,,,,,,
delay,ESN,0.05578011478558241,0.05578011478558241,3.0,1.0,1.0,1.5,0.2,,,,,,
delay,ESN,0.009269368804091254,0.009269368804091254,3.0,1.0,1.0,2.0,0.0,,,,,,
delay,ESN,0.0020991208349867875,0.0020991208349867875,3.0,1.0,1.0,2.0,0.05,,,,,,
delay,ESN,0.0037099531884635306,0.0037099531884635306,3.0,1.0,1.0,2.0,0.1,,,,,,
delay,ESN,0.05337207158739125,0.05337207158739125,3.0,1.0,1.0,2.0,0.15,,,,,,
delay,ESN,0.10163589939987981,0.10163589939987981,3.0,1.0,1.0,2.0,0.2,,,,,,
delay,ESN,6.028499368290463e-08,6.028499368290463e-08,3.0,1.0,1.0,2.5,0.0,,,,,,
delay,ESN,0.027172484313666704,0.027172484313666704,3.0,1.0,1.0,2.5,0.05,,,,,,
delay,ESN,0.035044385767977554,0.035044385767977554,3.0,1.0,1.0,2.5,0.1,,,,,,
delay,ESN,0.007946617125629787,0.007946617125629787,3.0,1.0,1.0,2.5,0.15,,,,,,
delay,ESN,0.0008601007598872473,0.0008601007598872473,3.0,1.0,1.0,2.5,0.2,,,,,,
delay,ESN,0.06389000576947397,0.06389000576947397,3.0,1.0,1.0,3.0,0.0,,,,,,
delay,ESN,0.13164465501309452,0.13164465501309452,3.0,1.0,1.0,3.0,0.05,,,,,,
delay,ESN,0.011612976562264992,0.011612976562264992,3.0,1.0,1.0,3.0,0.1,,,,,,
delay,ESN,0.01962893811545146,0.01962893811545146,3.0,1.0,1.0,3.0,0.15,,,,,,
delay,ESN,0.04964178710273468,0.04964178710273468,3.0,1.0,1.0,3.0,0.2,,,,,,
delay,ESN,0.0202680929989244,0.0202680929989244,3.0,1.0,1.0,3.5,0.0,,,,,,
delay,ESN,0.1365724040997114,0.1365724040997114,3.0,1.0,1.0,3.5,0.05,,,,,,
delay,ESN,0.0007278817688834754,0.0007278817688834754,3.0,1.0,1.0,3.5,0.1,,,,,,
delay,ESN,0.00038427376722067997,0.00038427376722067997,3.0,1.0,1.0,3.5,0.15,,,,,,
delay,ESN,0.00741546521101829,0.00741546521101829,3.0,1.0,1.0,3.5,0.2,,,,,,
delay,ESN,0.10633048192695412,0.10633048192695412,3.0,1.0,1.0,4.0,0.0,,,,,,
delay,ESN,0.06165126538494017,0.06165126538494017,3.0,1.0,1.0,4.0,0.05,,,,,,
delay,ESN,0.0013140826695336731,0.0013140826695336731,3.0,1.0,1.0,4.0,0.1,,,,,,
delay,ESN,0.01006124098180274,0.01006124098180274,3.0,1.0,1.0,4.0,0.15,,,,,,
delay,ESN,0.08654610371419734,0.08654610371419734,3.0,1.0,1.0,4.0,0.2,,,,,,
delay,ESN,0.13962924248924985,0.13962924248924985,3.0,1.0,1.0,4.5,0.0,,,,,,
delay,ESN,0.00016987981601445192,0.00016987981601445192,3.0,1.0,1.0,4.5,0.05,,,,,,
delay,ESN,0.008900361018256866,0.008900361018256866,3.0,1.0,1.0,4.5,0.1,,,,,,
delay,ESN,0.011576075471404837,0.011576075471404837,3.0,1.0,1.0,4.5,0.15,,,,,,
delay,ESN,0.001288670902385676,0.001288670902385676,3.0,1.0,1.0,4.5,0.2,,,,,,
delay,ESN,0.11222803262184285,0.11222803262184285,3.0,1.0,1.0,5.0,0.0,,,,,,
delay,ESN,0.004636868976109989,0.004636868976109989,3.0,1.0,1.0,5.0,0.05,,,,,,
delay,ESN,0.0020777359218948016,0.0020777359218948016,3.0,1.0,1.0,5.0,0.1,,,,,,
delay,ESN,0.001371193773708164,0.001371193773708164,3.0,1.0,1.0,5.0,0.15,,,,,,
delay,ESN,0.2008754559822477,0.2008754559822477,3.0,1.0,1.0,5.0,0.2,,,,,,
delay,ESN,0.0472380861855015,0.0472380861855015,3.0,1.0,1.05,0.1,0.0,,,,,,
delay,ESN,0.013894698663482858,0.013894698663482858,3.0,1.0,1.05,0.1,0.05,,,,,,
delay,ESN,0.4972970042476433,0.4972970042476433,3.0,1.0,1.05,0.1,0.1,,,,,,
delay,ESN,0.1257775975239543,0.1257775975239543,3.0,1.0,1.05,0.1,0.15,,,,,,
delay,ESN,0.03940825366748033,0.03940825366748033,3.0,1.0,1.05,0.1,0.2,,,,,,
delay,ESN,0.05258478715990823,0.05258478715990823,3.0,1.0,1.05,0.5,0.0,,,,,,
delay,ESN,0.19454192111322594,0.19454192111322594,3.0,1.0,1.05,0.5,0.05,,,,,,
delay,ESN,0.3268669426193718,0.3268669426193718,3.0,1.0,1.05,0.5,0.1,,,,,,
delay,ESN,0.36251357231751136,0.36251357231751136,3.0,1.0,1.05,0.5,0.15,,,,,,
delay,ESN,0.1744006373610646,0.1744006373610646,3.0,1.0,1.05,0.5,0.2,,,,,,
delay,ESN,0.018759954684510114,0.018759954684510114,3.0,1.0,1.05,1.0,0.0,,,,,,
delay,ESN,0.014318373657421859,0.014318373657421859,3.0,1.0,1.05,1.0,0.05,,,,,,
delay,ESN,0.005048464264873924,0.005048464264873924,3.0,1.0,1.05,1.0,0.1,,,,,,
delay,ESN,0.06346152613169659,0.06346152613169659,3.0,1.0,1.05,1.0,0.15,,,,,,
delay,ESN,0.01894573275184665,0.01894573275184665,3.0,1.0,1.05,1.0,0.2,,,,,,
delay,ESN,0.05572365904461432,0.05572365904461432,3.0,1.0,1.05,1.5,0.0,,,,,,
delay,ESN,0.015168486950216224,0.015168486950216224,3.0,1.0,1.05,1.5,0.05,,,,,,
delay,ESN,0.006974187884921007,0.006974187884921007,3.0,1.0,1.05,1.5,0.1,,,,,,
delay,ESN,0.003843624119783437,0.003843624119783437,3.0,1.0,1.05,1.5,0.15,,,,,,
delay,ESN,0.014659064782798914,0.014659064782798914,3.0,1.0,1.05,1.5,0.2,,,,,,
delay,ESN,0.004689313793732896,0.004689313793732896,3.0,1.0,1.05,2.0,0.0,,,,,,
delay,ESN,0.006083010017951842,0.006083010017951842,3.0,1.0,1.05,2.0,0.05,,,,,,
delay,ESN,0.011595722245500607,0.011595722245500607,3.0,1.0,1.05,2.0,0.1,,,,,,
delay,ESN,0.03260981585247001,0.03260981585247001,3.0,1.0,1.05,2.0,0.15,,,,,,
delay,ESN,0.009452933138435432,0.009452933138435432,3.0,1.0,1.05,2.0,0.2,,,,,,
delay,ESN,0.06348140972830102,0.06348140972830102,3.0,1.0,1.05,2.5,0.0,,,,,,
delay,ESN,0.00633607739488763,0.00633607739488763,3.0,1.0,1.05,2.5,0.05,,,,,,
delay,ESN,0.0003048112762494295,0.0003048112762494295,3.0,1.0,1.05,2.5,0.1,,,,,,
delay,ESN,0.12738475417098555,0.12738475417098555,3.0,1.0,1.05,2.5,0.15,,,,,,
delay,ESN,0.002865423752277016,0.002865423752277016,3.0,1.0,1.05,2.5,0.2,,,,,,
delay,ESN,0.10699765202001975,0.10699765202001975,3.0,1.0,1.05,3.0,0.0,,,,,,
delay,ESN,0.00024160967412010435,0.00024160967412010435,3.0,1.0,1.05,3.0,0.05,,,,,,
delay,ESN,0.024357745723440478,0.024357745723440478,3.0,1.0,1.05,3.0,0.1,,,,,,
delay,ESN,0.0009411584108965804,0.0009411584108965804,3.0,1.0,1.05,3.0,0.15,,,,,,
delay,ESN,0.02419316874855008,0.02419316874855008,3.0,1.0,1.05,3.0,0.2,,,,,,
delay,ESN,0.005817584557235018,0.005817584557235018,3.0,1.0,1.05,3.5,0.0,,,,,,
delay,ESN,0.15240574121140002,0.15240574121140002,3.0,1.0,1.05,3.5,0.05,,,,,,
delay,ESN,0.03993756607508013,0.03993756607508013,3.0,1.0,1.05,3.5,0.1,,,,,,
delay,ESN,0.007733473683500753,0.007733473683500753,3.0,1.0,1.05,3.5,0.15,,,,,,
delay,ESN,0.07894668270948141,0.07894668270948141,3.0,1.0,1.05,3.5,0.2,,,,,,
delay,ESN,3.981084508260339e-05,3.981084508260339e-05,3.0,1.0,1.05,4.0,0.0,,,,,,
delay,ESN,0.01178524525235994,0.01178524525235994,3.0,1.0,1.05,4.0,0.05,,,,,,
delay,ESN,0.04056299961472581,0.04056299961472581,3.0,1.0,1.05,4.0,0.1,,,,,,
delay,ESN,0.08612061118903927,0.08612061118903927,3.0,1.0,1.05,4.0,0.15,,,,,,
delay,ESN,0.0009893561052022903,0.0009893561052022903,3.0,1.0,1.05,4.0,0.2,,,,,,
delay,ESN,0.0003310568040539103,0.0003310568040539103,3.0,1.0,1.05,4.5,0.0,,,,,,
delay,ESN,9.987262130047082e-05,9.987262130047082e-05,3.0,1.0,1.05,4.5,0.05,,,,,,
delay,ESN,0.014693159221552484,0.014693159221552484,3.0,1.0,1.05,4.5,0.1,,,,,,
delay,ESN,0.003019153346055804,0.003019153346055804,3.0,1.0,1.05,4.5,0.15,,,,,,
delay,ESN,0.057532155332875035,0.057532155332875035,3.0,1.0,1.05,4.5,0.2,,,,,,
delay,ESN,0.01480416850367735,0.01480416850367735,3.0,1.0,1.05,5.0,0.0,,,,,,
delay,ESN,0.0485059140897046,0.0485059140897046,3.0,1.0,1.05,5.0,0.05,,,,,,
delay,ESN,4.677412134802192e-05,4.677412134802192e-05,3.0,1.0,1.05,5.0,0.1,,,,,,
delay,ESN,0.003688724174231654,0.003688724174231654,3.0,1.0,1.05,5.0,0.15,,,,,,
delay,ESN,0.05902152292013234,0.05902152292013234,3.0,1.0,1.05,5.0,0.2,,,,,,
delay,ESN,0.0406403931029698,0.0406403931029698,3.0,1.0,1.1,0.1,0.0,,,,,,
delay,ESN,0.0924821651959754,0.0924821651959754,3.0,1.0,1.1,0.1,0.05,,,,,,
delay,ESN,0.3926103558449463,0.3926103558449463,3.0,1.0,1.1,0.1,0.1,,,,,,
delay,ESN,0.01868646577503794,0.01868646577503794,3.0,1.0,1.1,0.1,0.15,,,,,,
delay,ESN,0.057755737764418794,0.057755737764418794,3.0,1.0,1.1,0.1,0.2,,,,,,
delay,ESN,0.06687684847472836,0.06687684847472836,3.0,1.0,1.1,0.5,0.0,,,,,,
delay,ESN,0.03160724383291966,0.03160724383291966,3.0,1.0,1.1,0.5,0.05,,,,,,
delay,ESN,0.18692088867775053,0.18692088867775053,3.0,1.0,1.1,0.5,0.1,,,,,,
delay,ESN,0.04800530916739191,0.04800530916739191,3.0,1.0,1.1,0.5,0.15,,,,,,
delay,ESN,0.20971437553979344,0.20971437553979344,3.0,1.0,1.1,0.5,0.2,,,,,,
delay,ESN,0.016560873074857867,0.016560873074857867,3.0,1.0,1.1,1.0,0.0,,,,,,
delay,ESN,0.0016072102827218698,0.0016072102827218698,3.0,1.0,1.1,1.0,0.05,,,,,,
delay,ESN,0.0016310990384614409,0.0016310990384614409,3.0,1.0,1.1,1.0,0.1,,,,,,
delay,ESN,0.0811690876124646,0.0811690876124646,3.0,1.0,1.1,1.0,0.15,,,,,,
delay,ESN,0.10209971203925054,0.10209971203925054,3.0,1.0,1.1,1.0,0.2,,,,,,
delay,ESN,2.8653997244109345e-05,2.8653997244109345e-05,3.0,1.0,1.1,1.5,0.0,,,,,,
