taskType,label,accuracy,corrcoeff,n,alpha,spectral_radius,input_scale,sparsity,hidden_dim,epochs,learning_rate,dropout_rate,seed,show_progress
XOR,ESN,0.9666666666666667,0.8318023956987763,9.0,0.7,1.05,0.5,0.15,,,,,,
XOR,ESN,0.8666666666666667,0.5463230800675046,9.0,0.7,1.05,0.5,0.2,,,,,,
XOR,ESN,1.0,0.8858627050161701,9.0,0.7,1.05,1.0,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7792035124824733,9.0,0.7,1.05,1.0,0.05,,,,,,
XOR,ESN,1.0,0.8486284252924855,9.0,0.7,1.05,1.0,0.1,,,,,,
XOR,ESN,1.0,0.8755320992427351,9.0,0.7,1.05,1.0,0.15,,,,,,
XOR,ESN,0.9666666666666667,0.8347674593295377,9.0,0.7,1.05,1.0,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.6514373590201036,9.0,0.7,1.05,1.5,0.0,,,,,,
XOR,ESN,0.9,0.5355114434477187,9.0,0.7,1.05,1.5,0.05,,,,,,
XOR,ESN,1.0,0.7407883005252469,9.0,0.7,1.05,1.5,0.1,,,,,,
XOR,ESN,1.0,0.9279497688715277,9.0,0.7,1.05,1.5,0.15,,,,,,
XOR,ESN,1.0,0.9115276337486453,9.0,0.7,1.05,1.5,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.8635518424839973,9.0,0.7,1.05,2.0,0.0,,,,,,
XOR,ESN,0.8333333333333334,0.13796147904236225,9.0,0.7,1.05,2.0,0.05,,,,,,
XOR,ESN,1.0,0.9157829793252651,9.0,0.7,1.05,2.0,0.1,,,,,,
XOR,ESN,1.0,0.9233933880940052,9.0,0.7,1.05,2.0,0.15,,,,,,
XOR,ESN,1.0,0.9032790678335587,9.0,0.7,1.05,2.0,0.2,,,,,,
XOR,ESN,0.8333333333333334,0.5390535626181711,9.0,0.7,1.05,2.5,0.0,,,,,,
XOR,ESN,1.0,0.8003804856640416,9.0,0.7,1.05,2.5,0.05,,,,,,
XOR,ESN,1.0,0.9236092921066659,9.0,0.7,1.05,2.5,0.1,,,,,,
XOR,ESN,1.0,0.9674436094579782,9.0,0.7,1.05,2.5,0.15,,,,,,
XOR,ESN,0.9666666666666667,0.5849319714242192,9.0,0.7,1.05,2.5,0.2,,,,,,
XOR,ESN,1.0,0.894770415141773,9.0,0.7,1.05,3.0,0.0,,,,,,
XOR,ESN,0.8,0.28942987562911465,9.0,0.7,1.05,3.0,0.05,,,,,,
XOR,ESN,1.0,0.9061866364371618,9.0,0.7,1.05,3.0,0.1,,,,,,
XOR,ESN,1.0,0.9045065012874343,9.0,0.7,1.05,3.0,0.15,,,,,,
XOR,ESN,1.0,0.8965245280066685,9.0,0.7,1.05,3.0,0.2,,,,,,
XOR,ESN,1.0,0.8297963386599136,9.0,0.7,1.05,3.5,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.37537137358316547,9.0,0.7,1.05,3.5,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.8946544840008658,9.0,0.7,1.05,3.5,0.1,,,,,,
XOR,ESN,1.0,0.874791693905104,9.0,0.7,1.05,3.5,0.15,,,,,,
XOR,ESN,1.0,0.9079105067523929,9.0,0.7,1.05,3.5,0.2,,,,,,
XOR,ESN,1.0,0.8246556330895161,9.0,0.7,1.05,4.0,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7546942397796544,9.0,0.7,1.05,4.0,0.05,,,,,,
XOR,ESN,1.0,0.9155926124815182,9.0,0.7,1.05,4.0,0.1,,,,,,
XOR,ESN,1.0,0.8586590784292514,9.0,0.7,1.05,4.0,0.15,,,,,,
XOR,ESN,1.0,0.8276137586252982,9.0,0.7,1.05,4.0,0.2,,,,,,
XOR,ESN,0.8666666666666667,0.8763936451438366,9.0,0.7,1.05,4.5,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.7069148376765318,9.0,0.7,1.05,4.5,0.05,,,,,,
XOR,ESN,1.0,0.9013934004460056,9.0,0.7,1.05,4.5,0.1,,,,,,
XOR,ESN,0.9,0.493737231078393,9.0,0.7,1.05,4.5,0.15,,,,,,
XOR,ESN,1.0,0.8958679343378272,9.0,0.7,1.05,4.5,0.2,,,,,,
XOR,ESN,0.8666666666666667,0.5975886833360403,9.0,0.7,1.05,5.0,0.0,,,,,,
XOR,ESN,1.0,0.732628300331238,9.0,0.7,1.05,5.0,0.05,,,,,,
XOR,ESN,1.0,0.7842381820792722,9.0,0.7,1.05,5.0,0.1,,,,,,
XOR,ESN,1.0,0.874905022363757,9.0,0.7,1.05,5.0,0.15,,,,,,
XOR,ESN,0.9666666666666667,0.757856105049815,9.0,0.7,1.05,5.0,0.2,,,,,,
XOR,ESN,0.3333333333333333,0.04419032209951373,9.0,0.7,1.1,0.1,0.0,,,,,,
XOR,ESN,0.5,0.0007670698925862577,9.0,0.7,1.1,0.1,0.05,,,,,,
XOR,ESN,0.43333333333333335,0.010269061315245371,9.0,0.7,1.1,0.1,0.1,,,,,,
XOR,ESN,0.6333333333333333,0.0641533868524202,9.0,0.7,1.1,0.1,0.15,,,,,,
XOR,ESN,0.43333333333333335,0.007135475550684315,9.0,0.7,1.1,0.1,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.7385913290331907,9.0,0.7,1.1,0.5,0.0,,,,,,
XOR,ESN,0.7,0.27529849984903043,9.0,0.7,1.1,0.5,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.755361049993752,9.0,0.7,1.1,0.5,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.8081266129919972,9.0,0.7,1.1,0.5,0.15,,,,,,
XOR,ESN,0.7333333333333333,0.58073703008363,9.0,0.7,1.1,0.5,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.6926265950569989,9.0,0.7,1.1,1.0,0.0,,,,,,
XOR,ESN,0.9,0.5092794109528688,9.0,0.7,1.1,1.0,0.05,,,,,,
XOR,ESN,1.0,0.8281088623202144,9.0,0.7,1.1,1.0,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.8326278901863484,9.0,0.7,1.1,1.0,0.15,,,,,,
XOR,ESN,1.0,0.9374859031329701,9.0,0.7,1.1,1.0,0.2,,,,,,
XOR,ESN,1.0,0.9392965213606955,9.0,0.7,1.1,1.5,0.0,,,,,,
XOR,ESN,0.9,0.5226921475486902,9.0,0.7,1.1,1.5,0.05,,,,,,
XOR,ESN,1.0,0.9498549127951035,9.0,0.7,1.1,1.5,0.1,,,,,,
XOR,ESN,1.0,0.9660417403808061,9.0,0.7,1.1,1.5,0.15,,,,,,
XOR,ESN,1.0,0.9433088952973777,9.0,0.7,1.1,1.5,0.2,,,,,,
XOR,ESN,1.0,0.9232438323940553,9.0,0.7,1.1,2.0,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.7826167117136887,9.0,0.7,1.1,2.0,0.05,,,,,,
XOR,ESN,1.0,0.884168930318629,9.0,0.7,1.1,2.0,0.1,,,,,,
XOR,ESN,1.0,0.9544814271262723,9.0,0.7,1.1,2.0,0.15,,,,,,
XOR,ESN,1.0,0.9213123227001833,9.0,0.7,1.1,2.0,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.8338155162491555,9.0,0.7,1.1,2.5,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7757384478670266,9.0,0.7,1.1,2.5,0.05,,,,,,
XOR,ESN,1.0,0.8923370524378339,9.0,0.7,1.1,2.5,0.1,,,,,,
XOR,ESN,1.0,0.9166416995245579,9.0,0.7,1.1,2.5,0.15,,,,,,
XOR,ESN,0.8666666666666667,0.4519431508036056,9.0,0.7,1.1,2.5,0.2,,,,,,
XOR,ESN,0.9,0.7311944257973416,9.0,0.7,1.1,3.0,0.0,,,,,,
XOR,ESN,1.0,0.8410301803850452,9.0,0.7,1.1,3.0,0.05,,,,,,
XOR,ESN,1.0,0.8910281441084358,9.0,0.7,1.1,3.0,0.1,,,,,,
XOR,ESN,1.0,0.8981874190555732,9.0,0.7,1.1,3.0,0.15,,,,,,
XOR,ESN,1.0,0.8667559895672468,9.0,0.7,1.1,3.0,0.2,,,,,,
XOR,ESN,1.0,0.9211924934038364,9.0,0.7,1.1,3.5,0.0,,,,,,
XOR,ESN,1.0,0.738184070100742,9.0,0.7,1.1,3.5,0.05,,,,,,
XOR,ESN,1.0,0.9013119113330151,9.0,0.7,1.1,3.5,0.1,,,,,,
XOR,ESN,1.0,0.9043534019068029,9.0,0.7,1.1,3.5,0.15,,,,,,
XOR,ESN,1.0,0.9184692135151782,9.0,0.7,1.1,3.5,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.7648906004480579,9.0,0.7,1.1,4.0,0.0,,,,,,
XOR,ESN,0.7333333333333333,0.19255217735354072,9.0,0.7,1.1,4.0,0.05,,,,,,
XOR,ESN,1.0,0.9026731741029848,9.0,0.7,1.1,4.0,0.1,,,,,,
XOR,ESN,1.0,0.8914226298754206,9.0,0.7,1.1,4.0,0.15,,,,,,
XOR,ESN,1.0,0.8789232924853355,9.0,0.7,1.1,4.0,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.7050549953723247,9.0,0.7,1.1,4.5,0.0,,,,,,
XOR,ESN,0.8666666666666667,0.6772323477412205,9.0,0.7,1.1,4.5,0.05,,,,,,
XOR,ESN,1.0,0.8569959948933557,9.0,0.7,1.1,4.5,0.1,,,,,,
XOR,ESN,1.0,0.893880275015673,9.0,0.7,1.1,4.5,0.15,,,,,,
XOR,ESN,1.0,0.8278204568137495,9.0,0.7,1.1,4.5,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.6800677999194769,9.0,0.7,1.1,5.0,0.0,,,,,,
XOR,ESN,0.8333333333333334,0.6256855169483988,9.0,0.7,1.1,5.0,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.8343966596561081,9.0,0.7,1.1,5.0,0.1,,,,,,
XOR,ESN,0.9,0.6323294575841274,9.0,0.7,1.1,5.0,0.15,,,,,,
XOR,ESN,0.9,0.5412345152279937,9.0,0.7,1.1,5.0,0.2,,,,,,
XOR,ESN,0.3333333333333333,0.016924481556090786,9.0,0.7,1.15,0.1,0.0,,,,,,
XOR,ESN,0.43333333333333335,0.0179066280523205,9.0,0.7,1.15,0.1,0.05,,,,,,
XOR,ESN,0.3,0.1262914382890292,9.0,0.7,1.15,0.1,0.1,,,,,,
XOR,ESN,0.5666666666666667,0.008219042706557737,9.0,0.7,1.15,0.1,0.15,,,,,,
XOR,ESN,0.6333333333333333,0.01771887624542279,9.0,0.7,1.15,0.1,0.2,,,,,,
XOR,ESN,0.8333333333333334,0.45133301423444333,9.0,0.7,1.15,0.5,0.0,,,,,,
XOR,ESN,0.5,0.0333458826842387,9.0,0.7,1.15,0.5,0.05,,,,,,
XOR,ESN,0.8333333333333334,0.46223888583356093,9.0,0.7,1.15,0.5,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.7203145505390465,9.0,0.7,1.15,0.5,0.15,,,,,,
XOR,ESN,0.9,0.5709514142150645,9.0,0.7,1.15,0.5,0.2,,,,,,
XOR,ESN,0.8,0.5818983392957773,9.0,0.7,1.15,1.0,0.0,,,,,,
XOR,ESN,0.8666666666666667,0.4428230377229559,9.0,0.7,1.15,1.0,0.05,,,,,,
XOR,ESN,1.0,0.9109873993189473,9.0,0.7,1.15,1.0,0.1,,,,,,
XOR,ESN,1.0,0.9083867406196485,9.0,0.7,1.15,1.0,0.15,,,,,,
XOR,ESN,1.0,0.9328180535687388,9.0,0.7,1.15,1.0,0.2,,,,,,
XOR,ESN,1.0,0.8877027338871513,9.0,0.7,1.15,1.5,0.0,,,,,,
XOR,ESN,0.8666666666666667,0.22210436663479208,9.0,0.7,1.15,1.5,0.05,,,,,,
XOR,ESN,1.0,0.9489649707207712,9.0,0.7,1.15,1.5,0.1,,,,,,
XOR,ESN,1.0,0.9357829575901306,9.0,0.7,1.15,1.5,0.15,,,,,,
XOR,ESN,1.0,0.9561055672860421,9.0,0.7,1.15,1.5,0.2,,,,,,
XOR,ESN,1.0,0.871330197241026,9.0,0.7,1.15,2.0,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7385872916673434,9.0,0.7,1.15,2.0,0.05,,,,,,
XOR,ESN,1.0,0.9288976675563154,9.0,0.7,1.15,2.0,0.1,,,,,,
XOR,ESN,1.0,0.9377274755116011,9.0,0.7,1.15,2.0,0.15,,,,,,
XOR,ESN,1.0,0.9210231940448095,9.0,0.7,1.15,2.0,0.2,,,,,,
XOR,ESN,1.0,0.8201295235008121,9.0,0.7,1.15,2.5,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7272869562276698,9.0,0.7,1.15,2.5,0.05,,,,,,
XOR,ESN,1.0,0.9067135461162308,9.0,0.7,1.15,2.5,0.1,,,,,,
XOR,ESN,1.0,0.8825363772620067,9.0,0.7,1.15,2.5,0.15,,,,,,
XOR,ESN,1.0,0.8688990556871455,9.0,0.7,1.15,2.5,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.781515301533359,9.0,0.7,1.15,3.0,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.5954438308100093,9.0,0.7,1.15,3.0,0.05,,,,,,
XOR,ESN,0.9,0.6611245634292571,9.0,0.7,1.15,3.0,0.1,,,,,,
XOR,ESN,1.0,0.909681545950131,9.0,0.7,1.15,3.0,0.15,,,,,,
XOR,ESN,1.0,0.8828958637576941,9.0,0.7,1.15,3.0,0.2,,,,,,
XOR,ESN,0.8,0.00803316109227954,9.0,0.7,1.15,3.5,0.0,,,,,,
XOR,ESN,0.7666666666666667,0.5150143288042445,9.0,0.7,1.15,3.5,0.05,,,,,,
XOR,ESN,1.0,0.8845388091149923,9.0,0.7,1.15,3.5,0.1,,,,,,
XOR,ESN,1.0,0.8789705811480008,9.0,0.7,1.15,3.5,0.15,,,,,,
XOR,ESN,1.0,0.8719708469450571,9.0,0.7,1.15,3.5,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.7096971477673292,9.0,0.7,1.15,4.0,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.5927571195845549,9.0,0.7,1.15,4.0,0.05,,,,,,
XOR,ESN,1.0,0.8893535128707523,9.0,0.7,1.15,4.0,0.1,,,,,,
XOR,ESN,1.0,0.912544435136185,9.0,0.7,1.15,4.0,0.15,,,,,,
XOR,ESN,1.0,0.9096952018100943,9.0,0.7,1.15,4.0,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.7311490354915335,9.0,0.7,1.15,4.5,0.0,,,,,,
XOR,ESN,0.8666666666666667,0.6073989066162186,9.0,0.7,1.15,4.5,0.05,,,,,,
XOR,ESN,1.0,0.9150539240516578,9.0,0.7,1.15,4.5,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.8791904968819708,9.0,0.7,1.15,4.5,0.15,,,,,,
XOR,ESN,1.0,0.7741159913186758,9.0,0.7,1.15,4.5,0.2,,,,,,
XOR,ESN,0.8666666666666667,0.6164025667152478,9.0,0.7,1.15,5.0,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.6544298302241178,9.0,0.7,1.15,5.0,0.05,,,,,,
XOR,ESN,1.0,0.8460085220379719,9.0,0.7,1.15,5.0,0.1,,,,,,
XOR,ESN,0.9333333333333333,0.7108375716710399,9.0,0.7,1.15,5.0,0.15,,,,,,
XOR,ESN,0.9666666666666667,0.6571766370125817,9.0,0.7,1.15,5.0,0.2,,,,,,
XOR,ESN,0.5333333333333333,0.008028902189529721,9.0,0.7,1.2,0.1,0.0,,,,,,
XOR,ESN,0.43333333333333335,0.05857434222372843,9.0,0.7,1.2,0.1,0.05,,,,,,
XOR,ESN,0.8,0.13320758876735278,9.0,0.7,1.2,0.1,0.1,,,,,,
XOR,ESN,0.43333333333333335,0.017268293146498154,9.0,0.7,1.2,0.1,0.15,,,,,,
XOR,ESN,0.7333333333333333,0.21239420848892732,9.0,0.7,1.2,0.1,0.2,,,,,,
XOR,ESN,0.8,0.43648833209617205,9.0,0.7,1.2,0.5,0.0,,,,,,
XOR,ESN,0.7666666666666667,0.3610142916966259,9.0,0.7,1.2,0.5,0.05,,,,,,
XOR,ESN,0.9,0.7200050552905221,9.0,0.7,1.2,0.5,0.1,,,,,,
XOR,ESN,0.8333333333333334,0.5939570403100135,9.0,0.7,1.2,0.5,0.15,,,,,,
XOR,ESN,0.8666666666666667,0.6481021241175549,9.0,0.7,1.2,0.5,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.8121765339940877,9.0,0.7,1.2,1.0,0.0,,,,,,
XOR,ESN,0.6666666666666666,0.019371929946690875,9.0,0.7,1.2,1.0,0.05,,,,,,
XOR,ESN,1.0,0.9056218632064007,9.0,0.7,1.2,1.0,0.1,,,,,,
XOR,ESN,1.0,0.939128436454404,9.0,0.7,1.2,1.0,0.15,,,,,,
XOR,ESN,1.0,0.8327561603421519,9.0,0.7,1.2,1.0,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.7998208473961251,9.0,0.7,1.2,1.5,0.0,,,,,,
XOR,ESN,1.0,0.7866245487451119,9.0,0.7,1.2,1.5,0.05,,,,,,
XOR,ESN,1.0,0.971025799621207,9.0,0.7,1.2,1.5,0.1,,,,,,
XOR,ESN,1.0,0.9038723882249207,9.0,0.7,1.2,1.5,0.15,,,,,,
XOR,ESN,1.0,0.9567181543312172,9.0,0.7,1.2,1.5,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.7936220098921939,9.0,0.7,1.2,2.0,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.80581383588082,9.0,0.7,1.2,2.0,0.05,,,,,,
XOR,ESN,1.0,0.9122983101998849,9.0,0.7,1.2,2.0,0.1,,,,,,
XOR,ESN,1.0,0.9214060488681791,9.0,0.7,1.2,2.0,0.15,,,,,,
XOR,ESN,1.0,0.9300526574333107,9.0,0.7,1.2,2.0,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.46025327509391645,9.0,0.7,1.2,2.5,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.6859820816442965,9.0,0.7,1.2,2.5,0.05,,,,,,
XOR,ESN,1.0,0.9191973611606069,9.0,0.7,1.2,2.5,0.1,,,,,,
XOR,ESN,1.0,0.8736225024107361,9.0,0.7,1.2,2.5,0.15,,,,,,
XOR,ESN,1.0,0.8727571558319425,9.0,0.7,1.2,2.5,0.2,,,,,,
XOR,ESN,1.0,0.840002137685528,9.0,0.7,1.2,3.0,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.6277974559756982,9.0,0.7,1.2,3.0,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.8414407199073726,9.0,0.7,1.2,3.0,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.8113599621967615,9.0,0.7,1.2,3.0,0.15,,,,,,
XOR,ESN,1.0,0.9193185563408205,9.0,0.7,1.2,3.0,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.7369379845615412,9.0,0.7,1.2,3.5,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.6271691628432552,9.0,0.7,1.2,3.5,0.05,,,,,,
XOR,ESN,1.0,0.8654758244021704,9.0,0.7,1.2,3.5,0.1,,,,,,
XOR,ESN,1.0,0.9038128528607615,9.0,0.7,1.2,3.5,0.15,,,,,,
XOR,ESN,1.0,0.870807189732704,9.0,0.7,1.2,3.5,0.2,,,,,,
XOR,ESN,0.9333333333333333,0.5259988992193703,9.0,0.7,1.2,4.0,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.8032271248683194,9.0,0.7,1.2,4.0,0.05,,,,,,
XOR,ESN,1.0,0.8715479336190245,9.0,0.7,1.2,4.0,0.1,,,,,,
XOR,ESN,1.0,0.8576873407791907,9.0,0.7,1.2,4.0,0.15,,,,,,
XOR,ESN,1.0,0.7617556667431171,9.0,0.7,1.2,4.0,0.2,,,,,,
XOR,ESN,1.0,0.7435007617138482,9.0,0.7,1.2,4.5,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7622293606515154,9.0,0.7,1.2,4.5,0.05,,,,,,
XOR,ESN,1.0,0.8310745959760891,9.0,0.7,1.2,4.5,0.1,,,,,,
XOR,ESN,0.7666666666666667,0.4742063829852705,9.0,0.7,1.2,4.5,0.15,,,,,,
XOR,ESN,1.0,0.9217952136867447,9.0,0.7,1.2,4.5,0.2,,,,,,
XOR,ESN,0.8666666666666667,0.633831384271006,9.0,0.7,1.2,5.0,0.0,,,,,,
XOR,ESN,0.7333333333333333,0.5490958568808507,9.0,0.7,1.2,5.0,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.825989696987191,9.0,0.7,1.2,5.0,0.1,,,,,,
XOR,ESN,1.0,0.8585936487962368,9.0,0.7,1.2,5.0,0.15,,,,,,
XOR,ESN,0.9666666666666667,0.8315743866013967,9.0,0.7,1.2,5.0,0.2,,,,,,
XOR,ESN,0.7666666666666667,0.3537712991549655,9.0,0.8,0.8,0.1,0.0,,,,,,
XOR,ESN,0.6,0.010275011593093297,9.0,0.8,0.8,0.1,0.05,,,,,,
XOR,ESN,0.3333333333333333,0.11699179764188876,9.0,0.8,0.8,0.1,0.1,,,,,,
XOR,ESN,0.4666666666666667,0.019607908474715694,9.0,0.8,0.8,0.1,0.15,,,,,,
XOR,ESN,0.36666666666666664,0.053133631807877606,9.0,0.8,0.8,0.1,0.2,,,,,,
XOR,ESN,0.9666666666666667,0.693352612899006,9.0,0.8,0.8,0.5,0.0,,,,,,
XOR,ESN,0.8666666666666667,0.5969261419197083,9.0,0.8,0.8,0.5,0.05,,,,,,
XOR,ESN,1.0,0.887203235336229,9.0,0.8,0.8,0.5,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.7560948323172961,9.0,0.8,0.8,0.5,0.15,,,,,,
XOR,ESN,0.9,0.647155506101194,9.0,0.8,0.8,0.5,0.2,,,,,,
XOR,ESN,1.0,0.9396538721149247,9.0,0.8,0.8,1.0,0.0,,,,,,
XOR,ESN,1.0,0.9157169702778287,9.0,0.8,0.8,1.0,0.05,,,,,,
XOR,ESN,1.0,0.9670353884782326,9.0,0.8,0.8,1.0,0.1,,,,,,
XOR,ESN,1.0,0.9211765596657816,9.0,0.8,0.8,1.0,0.15,,,,,,
XOR,ESN,1.0,0.9462858707539674,9.0,0.8,0.8,1.0,0.2,,,,,,
XOR,ESN,1.0,0.9818930329499792,9.0,0.8,0.8,1.5,0.0,,,,,,
XOR,ESN,1.0,0.9819903098872891,9.0,0.8,0.8,1.5,0.05,,,,,,
XOR,ESN,1.0,0.9934568633227349,9.0,0.8,0.8,1.5,0.1,,,,,,
XOR,ESN,1.0,0.9880527627069862,9.0,0.8,0.8,1.5,0.15,,,,,,
XOR,ESN,1.0,0.9846684676687767,9.0,0.8,0.8,1.5,0.2,,,,,,
XOR,ESN,1.0,0.9782685076008865,9.0,0.8,0.8,2.0,0.0,,,,,,
XOR,ESN,1.0,0.9614524092373141,9.0,0.8,0.8,2.0,0.05,,,,,,
XOR,ESN,1.0,0.9809152090686692,9.0,0.8,0.8,2.0,0.1,,,,,,
XOR,ESN,1.0,0.9846701421083642,9.0,0.8,0.8,2.0,0.15,,,,,,
XOR,ESN,1.0,0.97836780974004,9.0,0.8,0.8,2.0,0.2,,,,,,
XOR,ESN,1.0,0.9658928368116323,9.0,0.8,0.8,2.5,0.0,,,,,,
XOR,ESN,1.0,0.929279488417307,9.0,0.8,0.8,2.5,0.05,,,,,,
XOR,ESN,1.0,0.9822253162924821,9.0,0.8,0.8,2.5,0.1,,,,,,
XOR,ESN,1.0,0.9793425476057038,9.0,0.8,0.8,2.5,0.15,,,,,,
XOR,ESN,1.0,0.9699188311079676,9.0,0.8,0.8,2.5,0.2,,,,,,
XOR,ESN,1.0,0.9589450653204744,9.0,0.8,0.8,3.0,0.0,,,,,,
XOR,ESN,1.0,0.9531709605953504,9.0,0.8,0.8,3.0,0.05,,,,,,
XOR,ESN,1.0,0.9797083931496409,9.0,0.8,0.8,3.0,0.1,,,,,,
XOR,ESN,1.0,0.9778965108162224,9.0,0.8,0.8,3.0,0.15,,,,,,
XOR,ESN,1.0,0.9671942036051961,9.0,0.8,0.8,3.0,0.2,,,,,,
XOR,ESN,1.0,0.9420001382837317,9.0,0.8,0.8,3.5,0.0,,,,,,
XOR,ESN,0.9333333333333333,0.7111705079638899,9.0,0.8,0.8,3.5,0.05,,,,,,
XOR,ESN,1.0,0.9478105548623502,9.0,0.8,0.8,3.5,0.1,,,,,,
XOR,ESN,1.0,0.9691081144623632,9.0,0.8,0.8,3.5,0.15,,,,,,
XOR,ESN,1.0,0.9579589941352114,9.0,0.8,0.8,3.5,0.2,,,,,,
XOR,ESN,1.0,0.7891333162678826,9.0,0.8,0.8,4.0,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.6774708897947813,9.0,0.8,0.8,4.0,0.05,,,,,,
XOR,ESN,0.9333333333333333,0.6637377511515826,9.0,0.8,0.8,4.0,0.1,,,,,,
XOR,ESN,1.0,0.9646502440494839,9.0,0.8,0.8,4.0,0.15,,,,,,
XOR,ESN,1.0,0.9574844323222499,9.0,0.8,0.8,4.0,0.2,,,,,,
XOR,ESN,1.0,0.8322997995570037,9.0,0.8,0.8,4.5,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.6867462462928139,9.0,0.8,0.8,4.5,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.8759882792480413,9.0,0.8,0.8,4.5,0.1,,,,,,
XOR,ESN,1.0,0.9705314528902137,9.0,0.8,0.8,4.5,0.15,,,,,,
XOR,ESN,1.0,0.9638548531931619,9.0,0.8,0.8,4.5,0.2,,,,,,
XOR,ESN,1.0,0.9344242809312927,9.0,0.8,0.8,5.0,0.0,,,,,,
XOR,ESN,0.9,0.456333277058389,9.0,0.8,0.8,5.0,0.05,,,,,,
XOR,ESN,1.0,0.9207638241113303,9.0,0.8,0.8,5.0,0.1,,,,,,
XOR,ESN,0.9666666666666667,0.8458964112778374,9.0,0.8,0.8,5.0,0.15,,,,,,
XOR,ESN,1.0,0.9363290481244831,9.0,0.8,0.8,5.0,0.2,,,,,,
XOR,ESN,0.7,0.25022146697988046,9.0,0.8,0.85,0.1,0.0,,,,,,
XOR,ESN,0.7,0.08175961435193788,9.0,0.8,0.85,0.1,0.05,,,,,,
XOR,ESN,0.4,0.01812366872075521,9.0,0.8,0.85,0.1,0.1,,,,,,
XOR,ESN,0.7666666666666667,0.2598227652542376,9.0,0.8,0.85,0.1,0.15,,,,,,
XOR,ESN,0.5,0.009978593855628602,9.0,0.8,0.85,0.1,0.2,,,,,,
XOR,ESN,1.0,0.7990800882290764,9.0,0.8,0.85,0.5,0.0,,,,,,
XOR,ESN,0.9,0.4936734450994173,9.0,0.8,0.85,0.5,0.05,,,,,,
XOR,ESN,0.9666666666666667,0.8598608587184351,9.0,0.8,0.85,0.5,0.1,,,,,,
XOR,ESN,0.9333333333333333,0.7248081004533137,9.0,0.8,0.85,0.5,0.15,,,,,,
XOR,ESN,0.9666666666666667,0.6786438510134966,9.0,0.8,0.85,0.5,0.2,,,,,,
XOR,ESN,1.0,0.9697042451081638,9.0,0.8,0.85,1.0,0.0,,,,,,
XOR,ESN,0.9666666666666667,0.7433858896991403,9.0,0.8,0.85,1.0,0.05,,,,,,
XOR,ESN,1.0,0.9525973600451632,9.0,0.8,0.85,1.0,0.1,,,,,,
XOR,ESN,1.0,0.9179963394906752,9.0,0.8,0.85,1.0,0.15,,,,,,
XOR,ESN,1.0,0.9599710911733904,9.0,0.8,0.85,1.0,0.2,,,,,,
XOR,ESN,1.0,0.9732803758099998,9.0,0.8,0.85,1.5,0.0,,,,,,
XOR,ESN,1.0,0.9439537209568898,9.0,0.8,0.85,1.5,0.05,,,,,,
XOR,ESN,1.0,0.9747275298967336,9.0,0.8,0.85,1.5,0.1,,,,,,
